xflr5 v6.49

 Calculated polar for: Aerofoil1523

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4588, 0.03164, 0.02598,-0.1519,0.7333,0.0376,-1.2875, 0.0000, 0.5827
 -1.000, 0.5877, 0.02130, 0.01386,-0.1598,0.7081,0.0317,-1.4677, 0.0000, 0.5220
  0.000, 0.6977, 0.01791, 0.00927,-0.1584,0.6837,0.0334,-1.2282, 0.0000, 0.4758
  1.000, 0.8008, 0.01624, 0.00743,-0.1557,0.6601,0.0390,-0.9132, 0.0000, 0.4421
  2.000, 0.9031, 0.01574, 0.00689,-0.1529,0.6375,0.0525,-1.0149, 0.0000, 0.4158
  3.000, 1.0087, 0.01609, 0.00755,-0.1506,0.6153,0.3532,-1.1878, 0.0000, 0.3947
  4.000, 1.1035, 0.01651, 0.00794,-0.1462,0.5826,0.3865,-1.3825, 0.0000, 0.3767
  5.000, 1.1984, 0.01686, 0.00824,-0.1420,0.5440,0.3989,-1.6064, 0.0000, 0.3614
  6.000, 1.2862, 0.01742, 0.00888,-0.1367,0.5032,0.4104,-1.8493, 0.0000, 0.3478
  7.000, 1.3596, 0.01815, 0.00974,-0.1287,0.4436,0.4240,-2.0948, 0.0000, 0.3348
  8.000, 1.4003, 0.01977, 0.01107,-0.1151,0.3494,0.4407,-2.4529, 0.0000, 0.3209
  9.000, 1.4128, 0.02293, 0.01384,-0.0985,0.2580,0.4576,-2.8174, 0.0000, 0.3070
 10.000, 1.4281, 0.02697, 0.01781,-0.0852,0.2023,0.4868,-3.1982, 0.0000, 0.2954
 11.000, 1.4653, 0.03138, 0.02288,-0.0783,0.1671,1.0000,-3.6594, 0.0000, 0.2875
 12.000, 1.4842, 0.03727, 0.02886,-0.0703,0.1397,1.0000,-4.0718, 0.0000, 0.2796
 13.000, 1.4995, 0.04430, 0.03604,-0.0641,0.1150,1.0000,-4.4796, 0.0000, 0.2732
 14.000, 1.5122, 0.05250, 0.04448,-0.0598,0.0945,1.0000,-4.9047, 0.0000, 0.2680
 15.000, 1.5212, 0.06207, 0.05436,-0.0572,0.0753,1.0000,-5.3093, 0.0000, 0.2640


