xflr5 v6.49

 Calculated polar for: NACA 1822

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000,-0.0732, 0.01553, 0.00720,-0.0428,0.7258,0.4745,-0.9747, 0.0000,-0.3720
 -1.000, 0.0355, 0.01534, 0.00689,-0.0416,0.6715,0.5193,-0.8331, 0.0000, 1.4542
  0.000, 0.1402, 0.01534, 0.00685,-0.0395,0.6200,0.5650,-0.8250, 0.0000, 0.5287
  1.000, 0.2397, 0.01551, 0.00700,-0.0366,0.5705,0.6128,-0.9405, 0.0000, 0.3939
  2.000, 0.3386, 0.01586, 0.00733,-0.0334,0.5245,0.6602,-1.0691, 0.0000, 0.3375
  3.000, 0.4338, 0.01634, 0.00788,-0.0296,0.4802,0.7090,-1.2121, 0.0000, 0.3055
  4.000, 0.5254, 0.01701, 0.00852,-0.0251,0.4382,0.7553,-1.3685, 0.0000, 0.2838
  5.000, 0.6118, 0.01782, 0.00935,-0.0198,0.3993,0.8005,-1.5414, 0.0000, 0.2671
  6.000, 0.6911, 0.01868, 0.01024,-0.0134,0.3619,0.8457,-1.7253, 0.0000, 0.2530
  7.000, 0.7619, 0.01974, 0.01132,-0.0057,0.3270,0.8911,-1.9202, 0.0000, 0.2397
  8.000, 0.8409, 0.02126, 0.01281,-0.0006,0.2935,0.9442,-2.1449, 0.0000, 0.2317
  9.000, 0.9441, 0.02320, 0.01481,-0.0022,0.2596,1.0000,-2.4216, 0.0000, 0.2323
 10.000, 0.9911, 0.02534, 0.01687, 0.0056,0.2332,1.0000,-2.6375, 0.0000, 0.2226
 11.000, 1.0417, 0.02846, 0.01997, 0.0115,0.2085,1.0000,-2.8702, 0.0000, 0.2156
 12.000, 1.0855, 0.03258, 0.02414, 0.0164,0.1869,1.0000,-3.1062, 0.0000, 0.2096
 13.000, 1.1208, 0.03793, 0.02958, 0.0204,0.1682,1.0000,-3.3317, 0.0000, 0.2046
 14.000, 1.1472, 0.04474, 0.03655, 0.0229,0.1521,1.0000,-3.5438, 0.0000, 0.2006
 15.000, 1.1643, 0.05323, 0.04520, 0.0240,0.1383,1.0000,-3.7366, 0.0000, 0.1977


