xflr5 v6.49

 Calculated polar for: Aerofoil1747

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4157, 0.01364, 0.00570,-0.1279,0.7274,0.0466,-1.9304, 0.0000, 0.5602
 -1.000, 0.5242, 0.01284, 0.00485,-0.1264,0.7019,0.0740,-1.2969, 0.0000, 0.4916
  0.000, 0.6327, 0.01249, 0.00453,-0.1249,0.6768,0.1291,-0.7879, 0.0000, 0.4462
  1.000, 0.7412, 0.01232, 0.00457,-0.1235,0.6529,0.2405,-0.9802, 0.0000, 0.4141
  3.000, 0.9447, 0.01160, 0.00485,-0.1174,0.5536,1.0000,-1.5084, 0.0000, 0.3692
  4.000, 1.0389, 0.01240, 0.00534,-0.1133,0.4898,1.0000,-1.8098, 0.0000, 0.3526
  5.000, 1.1002, 0.01449, 0.00645,-0.1038,0.3199,1.0000,-2.0840, 0.0000, 0.3365
  6.000, 1.1319, 0.01773, 0.00877,-0.0904,0.1737,1.0000,-2.3116, 0.0000, 0.3206
  7.000, 1.1756, 0.02035, 0.01115,-0.0797,0.1297,1.0000,-2.5880, 0.0000, 0.3071
  8.000, 1.2222, 0.02323, 0.01401,-0.0708,0.1082,1.0000,-2.8772, 0.0000, 0.2957
  9.000, 1.2662, 0.02672, 0.01754,-0.0629,0.0937,1.0000,-3.1662, 0.0000, 0.2859
 10.000, 1.3114, 0.03067, 0.02169,-0.0565,0.0848,1.0000,-3.4765, 0.0000, 0.2776
 11.000, 1.3470, 0.03590, 0.02698,-0.0507,0.0763,1.0000,-3.7798, 0.0000, 0.2703
 12.000, 1.3917, 0.04094, 0.03235,-0.0465,0.0707,1.0000,-4.1093, 0.0000, 0.2643
 13.000, 1.4287, 0.04713, 0.03879,-0.0432,0.0658,1.0000,-4.4433, 0.0000, 0.2590
 14.000, 1.4633, 0.05428, 0.04621,-0.0407,0.0616,1.0000,-4.7765, 0.0000, 0.2546
 15.000, 1.4933, 0.06237, 0.05478,-0.0395,0.0578,1.0000,-5.0961, 0.0000, 0.2510


