xflr5 v6.49

 Calculated polar for: Aerofoil1463

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3004, 0.01489, 0.00637,-0.0931,0.5874,0.0456,-2.0434, 0.0000, 0.5626
 -1.000, 0.4149, 0.01401, 0.00529,-0.0932,0.5749,0.0716,-1.3596, 0.0000, 0.4750
  0.000, 0.5292, 0.01351, 0.00489,-0.0935,0.5610,0.1243,-0.8979, 0.0000, 0.4253
  1.000, 0.6421, 0.01328, 0.00476,-0.0934,0.5473,0.2277,-0.9895, 0.0000, 0.3929
  3.000, 0.8617, 0.01248, 0.00534,-0.0922,0.5186,1.0000,-1.2448, 0.0000, 0.3520
  4.000, 0.9723, 0.01304, 0.00573,-0.0919,0.4999,1.0000,-1.4197, 0.0000, 0.3383
  5.000, 1.0815, 0.01348, 0.00610,-0.0914,0.4746,1.0000,-1.6147, 0.0000, 0.3270
  6.000, 1.1885, 0.01417, 0.00694,-0.0909,0.4480,1.0000,-1.8324, 0.0000, 0.3176
  7.000, 1.2916, 0.01499, 0.00785,-0.0899,0.4112,1.0000,-2.0689, 0.0000, 0.3093
  8.000, 1.3851, 0.01634, 0.00916,-0.0879,0.3564,1.0000,-2.3121, 0.0000, 0.3016
  9.000, 1.4568, 0.01881, 0.01153,-0.0836,0.2905,1.0000,-2.7351, 0.0000, 0.2939
 10.000, 1.4645, 0.02313, 0.01569,-0.0719,0.2283,1.0000,-3.1511, 0.0000, 0.2840
 11.000, 1.4601, 0.02983, 0.02240,-0.0639,0.1866,1.0000,-3.5173, 0.0000, 0.2769
 12.000, 1.4605, 0.03813, 0.03075,-0.0596,0.1529,1.0000,-3.9002, 0.0000, 0.2721
 13.000, 1.4695, 0.04701, 0.03981,-0.0576,0.1214,1.0000,-4.3107, 0.0000, 0.2685
 14.000, 1.4567, 0.06002, 0.05268,-0.0580,0.0690,1.0000,-4.5910, 0.0000, 0.2671
 15.000, 1.4190, 0.07897, 0.07145,-0.0621,0.0194,1.0000,-4.7254, 0.0000, 0.2690


