xflr5 v6.49

 Calculated polar for: NACA 6014

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3342, 0.01026, 0.00379,-0.0376,0.6387,0.8467,-0.7499, 0.0000, 0.3662
 -1.000, 0.4583, 0.01080, 0.00418,-0.0390,0.5659,0.9373,-0.9338, 0.0000, 0.3356
  0.000, 0.5978, 0.01161, 0.00465,-0.0450,0.4811,0.9870,-1.2056, 0.0000, 0.3233
  1.000, 0.7087, 0.01257, 0.00524,-0.0461,0.3931,1.0001,-1.5191, 0.0000, 0.3108
  2.000, 0.7885, 0.01377, 0.00608,-0.0408,0.3099,1.0001,-1.8481, 0.0000, 0.2956
  3.000, 0.8685, 0.01531, 0.00729,-0.0360,0.2288,1.0001,-2.2266, 0.0000, 0.2832
  4.000, 0.9479, 0.01721, 0.00889,-0.0316,0.1602,1.0001,-2.6509, 0.0000, 0.2732
  5.000, 1.0240, 0.01939, 0.01092,-0.0273,0.1122,1.0001,-3.1248, 0.0000, 0.2644
  6.000, 1.0897, 0.02193, 0.01342,-0.0217,0.0833,1.0001,-3.5940, 0.0000, 0.2555
  7.000, 1.1448, 0.02493, 0.01655,-0.0153,0.0666,1.0001,-4.0895, 0.0000, 0.2468
  8.000, 1.1900, 0.02896, 0.02076,-0.0096,0.0553,1.0001,-4.5664, 0.0000, 0.2391
  9.000, 1.2272, 0.03412, 0.02621,-0.0052,0.0477,1.0001,-5.0222, 0.0000, 0.2328
 10.000, 1.2525, 0.04108, 0.03355,-0.0024,0.0421,1.0001,-5.4566, 0.0000, 0.2279
 11.000, 1.2631, 0.05043, 0.04323,-0.0017,0.0383,1.0001,-5.8375, 0.0000, 0.2248
 12.000, 1.2616, 0.06226, 0.05553,-0.0031,0.0354,1.0001,-6.1344, 0.0000, 0.2232
 13.000, 1.2509, 0.07683, 0.07060,-0.0075,0.0326,1.0001,-6.3624, 0.0000, 0.2241
 14.000, 1.2258, 0.09478, 0.08896,-0.0145,0.0307,1.0001,-6.4781, 0.0000, 0.2274
 15.000, 1.1894, 0.11577, 0.11042,-0.0236,0.0292,1.0001,-6.4475, 0.0000, 0.2331


