xflr5 v6.49

 Calculated polar for: Aerofoil1849

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4392, 0.01744, 0.00991,-0.1381,0.7132,0.0142,-2.0002, 0.0000, 0.5664
 -1.000, 0.5441, 0.01427, 0.00578,-0.1355,0.6878,0.0168,-1.6564, 0.0000, 0.4993
  0.000, 0.6441, 0.01278, 0.00406,-0.1327,0.6631,0.0277,-1.0346, 0.0000, 0.4551
  1.000, 0.7437, 0.01195, 0.00409,-0.1305,0.6421,0.4452,-0.8846, 0.0000, 0.4234
  2.000, 0.8461, 0.01194, 0.00411,-0.1287,0.6191,0.5543,-0.9652, 0.0000, 0.3989
  4.000, 1.0755, 0.01246, 0.00507,-0.1307,0.5616,1.0000,-1.3476, 0.0000, 0.3659
  5.000, 1.1619, 0.01312, 0.00574,-0.1257,0.5264,1.0000,-1.5603, 0.0000, 0.3513
  6.000, 1.2421, 0.01389, 0.00662,-0.1196,0.4845,1.0000,-1.7931, 0.0000, 0.3381
  7.000, 1.3069, 0.01495, 0.00772,-0.1107,0.4208,1.0000,-2.0290, 0.0000, 0.3250
  8.000, 1.3281, 0.01702, 0.00946,-0.0940,0.3167,1.0000,-2.4295, 0.0000, 0.3097
  9.000, 1.3408, 0.02030, 0.01250,-0.0783,0.2311,1.0000,-2.8888, 0.0000, 0.2959
 10.000, 1.3555, 0.02440, 0.01658,-0.0656,0.1726,1.0000,-3.6133, 0.0000, 0.2843
 11.000, 1.3693, 0.02956, 0.02183,-0.0557,0.1291,1.0000,-4.5295, 0.0000, 0.2749
 12.000, 1.3841, 0.03572, 0.02817,-0.0483,0.0904,1.0000,-5.5052, 0.0000, 0.2673
 13.000, 1.3768, 0.04496, 0.03725,-0.0422,0.0315,1.0000,-6.3105, 0.0000, 0.2611
 14.000, 1.3672, 0.05600, 0.04865,-0.0385,0.0191,1.0000,-7.1163, 0.0000, 0.2566
 15.000, 1.3507, 0.06958, 0.06280,-0.0379,0.0154,1.0000,-7.8390, 0.0000, 0.2545


