xflr5 v6.49

 Calculated polar for: Aerofoil1330

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3767, 0.01833, 0.00886,-0.1335,0.7582,0.0781,-1.5707, 0.0000, 0.6069
 -1.000, 0.4808, 0.01714, 0.00749,-0.1317,0.7306,0.1240,-1.0238, 0.0000, 0.5247
  0.000, 0.5857, 0.01667, 0.00711,-0.1303,0.7085,0.2140,-0.7850, 0.0000, 0.4718
  1.000, 0.7026, 0.01510, 0.00697,-0.1308,0.6887,1.0000,-0.8610, 0.0000, 0.4344
  2.000, 0.7998, 0.01606, 0.00759,-0.1280,0.6662,1.0000,-0.9274, 0.0000, 0.4072
  3.000, 0.9040, 0.01702, 0.00831,-0.1264,0.6473,1.0000,-1.0405, 0.0000, 0.3858
  4.000, 1.0003, 0.01815, 0.00951,-0.1237,0.6259,1.0000,-1.2383, 0.0000, 0.3684
  5.000, 1.0945, 0.01927, 0.01081,-0.1204,0.6012,1.0000,-1.4710, 0.0000, 0.3536
  6.000, 1.1863, 0.01934, 0.01096,-0.1154,0.5542,1.0000,-1.7403, 0.0000, 0.3396
  7.000, 1.2730, 0.01994, 0.01175,-0.1102,0.5078,1.0000,-2.2524, 0.0000, 0.3274
  8.000, 1.3294, 0.02115, 0.01323,-0.1000,0.4333,1.0000,-2.7825, 0.0000, 0.3147
  9.000, 1.3316, 0.02429, 0.01586,-0.0823,0.2991,1.0000,-3.1556, 0.0000, 0.2999
 10.000, 1.3173, 0.03044, 0.02156,-0.0677,0.2065,1.0000,-3.4837, 0.0000, 0.2879
 11.000, 1.3251, 0.03723, 0.02837,-0.0591,0.1572,1.0000,-3.8924, 0.0000, 0.2795
 12.000, 1.3361, 0.04499, 0.03621,-0.0537,0.1139,1.0000,-4.3221, 0.0000, 0.2733
 13.000, 1.3512, 0.05352, 0.04504,-0.0503,0.0824,1.0000,-4.7582, 0.0000, 0.2685
 14.000, 1.3552, 0.06456, 0.05632,-0.0489,0.0537,1.0000,-5.1094, 0.0000, 0.2654
 15.000, 1.3502, 0.07831, 0.07041,-0.0497,0.0396,1.0000,-5.3605, 0.0000, 0.2641


