xflr5 v6.49

 Calculated polar for: Aerofoil1834

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4104, 0.01574, 0.00708,-0.1328,0.7383,0.0129,-1.9297, 0.0000, 0.5757
  0.000, 0.6226, 0.01336, 0.00484,-0.1300,0.6878,0.3756,-0.8040, 0.0000, 0.4580
  1.000, 0.7215, 0.01305, 0.00481,-0.1276,0.6631,0.5590,-0.8726, 0.0000, 0.4248
  3.000, 0.9593, 0.01377, 0.00564,-0.1312,0.6181,1.0000,-1.1411, 0.0000, 0.3824
  4.000, 1.0485, 0.01445, 0.00646,-0.1268,0.5899,1.0000,-1.3253, 0.0000, 0.3654
  5.000, 1.1346, 0.01505, 0.00714,-0.1216,0.5496,1.0000,-1.5361, 0.0000, 0.3503
  6.000, 1.2161, 0.01585, 0.00819,-0.1157,0.5096,1.0000,-1.7679, 0.0000, 0.3370
  7.000, 1.2826, 0.01683, 0.00955,-0.1071,0.4533,1.0000,-3.0952, 0.0000, 0.3239
  8.000, 1.3127, 0.01854, 0.01122,-0.0919,0.3588,1.0000,-4.3804, 0.0000, 0.3090
  9.000, 1.3136, 0.02211, 0.01454,-0.0742,0.2529,1.0000,-5.4420, 0.0000, 0.2940
 10.000, 1.2956, 0.02809, 0.02008,-0.0584,0.1532,1.0000,-6.2539, 0.0000, 0.2810
 11.000, 1.2408, 0.03960, 0.03040,-0.0455,0.0111,1.0000,-6.4385, 0.0000, 0.2709
 12.000, 1.2342, 0.04971, 0.04121,-0.0395,0.0050,1.0000,-6.8777, 0.0000, 0.2645
 13.000, 1.2207, 0.06211, 0.05432,-0.0371,0.0036,1.0000,-7.3911, 0.0000, 0.2609
 14.000, 1.1997, 0.07746, 0.07034,-0.0379,0.0031,1.0000,-7.7621, 0.0000, 0.2602
 15.000, 1.1831, 0.09405, 0.08746,-0.0411,0.0027,1.0000,-8.1530, 0.0000, 0.2614


