xflr5 v6.49

 Calculated polar for: NACA 5720

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.2053, 0.02460, 0.01641,-0.1394,0.8092,0.3368,-0.9859, 0.0000, 0.9395
 -1.000, 0.3136, 0.02395, 0.01597,-0.1387,0.7817,0.3864,-0.7910, 0.0000, 0.6940
  0.000, 0.4233, 0.02325, 0.01539,-0.1379,0.7507,0.4384,-0.8588, 0.0000, 0.5730
  1.000, 0.5479, 0.02197, 0.01428,-0.1391,0.7183,0.4937,-0.9661, 0.0000, 0.4983
  2.000, 0.6989, 0.01997, 0.01223,-0.1444,0.6828,0.5533,-1.1029, 0.0000, 0.4493
  3.000, 0.8352, 0.01935, 0.01150,-0.1478,0.6329,0.6064,-1.2461, 0.0000, 0.4182
  4.000, 0.9516, 0.01981, 0.01176,-0.1481,0.5829,0.6540,-1.3925, 0.0000, 0.3954
  5.000, 1.0375, 0.02115, 0.01306,-0.1435,0.5357,0.6963,-1.5348, 0.0000, 0.3765
  6.000, 1.1183, 0.02266, 0.01450,-0.1383,0.4901,0.7352,-1.6949, 0.0000, 0.3603
  7.000, 1.1921, 0.02444, 0.01619,-0.1322,0.4467,0.7724,-1.8749, 0.0000, 0.3460
  9.000, 1.3146, 0.02874, 0.02071,-0.1170,0.3649,0.8761,-2.2833, 0.0000, 0.3208
 10.000, 1.3641, 0.03173, 0.02371,-0.1091,0.3250,1.0000,-2.5057, 0.0000, 0.3100
 11.000, 1.4111, 0.03598, 0.02784,-0.1022,0.2865,1.0000,-2.7447, 0.0000, 0.3006
 12.000, 1.4500, 0.04114, 0.03299,-0.0952,0.2514,1.0000,-2.9863, 0.0000, 0.2919
 13.000, 1.4814, 0.04733, 0.03927,-0.0887,0.2192,1.0000,-3.2272, 0.0000, 0.2841
 14.000, 1.5023, 0.05499, 0.04704,-0.0828,0.1906,1.0000,-3.4624, 0.0000, 0.2772
 15.000, 1.5127, 0.06444, 0.05666,-0.0781,0.1662,1.0000,-3.6757, 0.0000, 0.2715


