xflr5 v6.49

 Calculated polar for: NACA 5016

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.2312, 0.01509, 0.00728,-0.0294,0.7035,0.8075,-0.7200, 0.0000, 0.3835
 -1.000, 0.3560, 0.01544, 0.00754,-0.0297,0.6424,0.8886,-0.8709, 0.0000, 0.3348
  0.000, 0.4936, 0.01604, 0.00788,-0.0339,0.5756,0.9505,-1.0734, 0.0000, 0.3168
  1.000, 0.6517, 0.01677, 0.00832,-0.0438,0.4988,0.9913,-1.3571, 0.0000, 0.3130
  2.000, 0.7444, 0.01758, 0.00892,-0.0417,0.4292,1.0001,-1.6198, 0.0000, 0.2996
  3.000, 0.8115, 0.01877, 0.00981,-0.0343,0.3650,1.0001,-1.8859, 0.0000, 0.2839
  4.000, 0.8769, 0.02027, 0.01114,-0.0269,0.3014,1.0001,-2.1829, 0.0000, 0.2703
  5.000, 0.9387, 0.02227, 0.01291,-0.0194,0.2428,1.0001,-2.5074, 0.0000, 0.2583
  6.000, 0.9950, 0.02476, 0.01526,-0.0120,0.1932,1.0001,-2.8495, 0.0000, 0.2476
  7.000, 1.0399, 0.02783, 0.01834,-0.0038,0.1553,1.0001,-3.1835, 0.0000, 0.2371
  8.000, 1.0811, 0.03189, 0.02250, 0.0027,0.1275,1.0001,-3.5297, 0.0000, 0.2286
  9.000, 1.1144, 0.03716, 0.02795, 0.0079,0.1072,1.0001,-3.8574, 0.0000, 0.2218
 10.000, 1.1391, 0.04389, 0.03494, 0.0114,0.0926,1.0001,-4.1789, 0.0000, 0.2164
 11.000, 1.1550, 0.05228, 0.04362, 0.0131,0.0820,1.0001,-4.4636, 0.0000, 0.2126
 12.000, 1.1620, 0.06233, 0.05392, 0.0129,0.0739,1.0001,-4.7104, 0.0000, 0.2102
 13.000, 1.1524, 0.07579, 0.06799, 0.0101,0.0673,1.0001,-4.8794, 0.0000, 0.2100
 14.000, 1.1306, 0.09223, 0.08487, 0.0046,0.0624,1.0001,-4.9713, 0.0000, 0.2122
 15.000, 1.0029, 0.13147, 0.12520,-0.0143,0.0593,1.0001,-4.3405, 0.0000, 0.2294


