xflr5 v6.49

 Calculated polar for: NACA 4622

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.1427, 0.01905, 0.01058,-0.1029,0.7537,0.3551,-1.0161, 0.0000, 0.9889
 -1.000, 0.2597, 0.01830, 0.00989,-0.1034,0.7286,0.4012,-0.8539, 0.0000, 0.6511
  0.000, 0.3754, 0.01776, 0.00939,-0.1036,0.6979,0.4509,-0.9510, 0.0000, 0.5232
  1.000, 0.4930, 0.01735, 0.00903,-0.1041,0.6622,0.5033,-1.0582, 0.0000, 0.4551
  2.000, 0.6082, 0.01726, 0.00890,-0.1042,0.6230,0.5569,-1.1737, 0.0000, 0.4130
  3.000, 0.7049, 0.01779, 0.00942,-0.1013,0.5818,0.6090,-1.2872, 0.0000, 0.3834
  4.000, 0.8002, 0.01849, 0.01007,-0.0982,0.5429,0.6623,-1.4123, 0.0000, 0.3608
  5.000, 0.8880, 0.01939, 0.01101,-0.0940,0.5068,0.7225,-1.5453, 0.0000, 0.3423
  6.000, 0.9602, 0.02049, 0.01238,-0.0871,0.4720,0.8192,-1.6795, 0.0000, 0.3255
  7.000, 1.0319, 0.02180, 0.01379,-0.0811,0.4376,1.0000,-1.8286, 0.0000, 0.3117
  8.000, 1.1020, 0.02393, 0.01574,-0.0759,0.4041,1.0000,-1.9939, 0.0000, 0.3004
  9.000, 1.1655, 0.02650, 0.01818,-0.0703,0.3718,1.0000,-2.1717, 0.0000, 0.2901
 10.000, 1.2214, 0.02961, 0.02118,-0.0643,0.3408,1.0000,-2.3597, 0.0000, 0.2806
 11.000, 1.2699, 0.03345, 0.02508,-0.0584,0.3108,1.0000,-2.5537, 0.0000, 0.2720
 12.000, 1.3103, 0.03816, 0.02984,-0.0526,0.2819,1.0000,-2.7474, 0.0000, 0.2642
 13.000, 1.3429, 0.04397, 0.03571,-0.0473,0.2543,1.0000,-2.9484, 0.0000, 0.2572
 14.000, 1.3672, 0.05101, 0.04287,-0.0428,0.2286,1.0000,-3.1373, 0.0000, 0.2511
 15.000, 1.3832, 0.05945, 0.05144,-0.0392,0.2056,1.0000,-3.3216, 0.0000, 0.2458


