xflr5 v6.49

 Calculated polar for: NACA 2013

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000,-0.0293, 0.00984, 0.00342,-0.0168,0.8154,0.6519,-0.5452, 0.0000,-0.3554
 -1.000, 0.0766, 0.00960, 0.00334,-0.0139,0.7425,0.7562,-0.4934, 0.0000, 0.4359
  0.000, 0.1832, 0.00980, 0.00349,-0.0110,0.6590,0.8503,-0.6286, 0.0000, 0.3090
  1.000, 0.3002, 0.01041, 0.00385,-0.0108,0.5662,0.9180,-0.8256, 0.0000, 0.2827
  2.000, 0.4269, 0.01126, 0.00431,-0.0136,0.4620,0.9633,-1.1106, 0.0000, 0.2772
  3.000, 0.5685, 0.01240, 0.00498,-0.0206,0.3427,0.9900,-1.5051, 0.0000, 0.2805
  4.000, 0.6782, 0.01369, 0.00581,-0.0217,0.2361,1.0000,-1.9415, 0.0000, 0.2751
  5.000, 0.7570, 0.01522, 0.00700,-0.0164,0.1570,1.0000,-2.3679, 0.0000, 0.2635
  6.000, 0.8355, 0.01697, 0.00854,-0.0111,0.1052,1.0000,-2.8623, 0.0000, 0.2539
  7.000, 0.9139, 0.01902, 0.01055,-0.0062,0.0740,1.0000,-3.3802, 0.0000, 0.2460
  8.000, 0.9886, 0.02151, 0.01311,-0.0011,0.0576,1.0000,-3.9389, 0.0000, 0.2389
  9.000, 1.0562, 0.02438, 0.01618, 0.0043,0.0458,1.0000,-4.5586, 0.0000, 0.2321
 10.000, 1.1097, 0.02768, 0.01981, 0.0112,0.0393,1.0000,-5.1433, 0.0000, 0.2245
 11.000, 1.1420, 0.03285, 0.02530, 0.0181,0.0349,1.0000,-5.6395, 0.0000, 0.2169
 12.000, 1.1709, 0.03916, 0.03212, 0.0220,0.0312,1.0000,-6.1176, 0.0000, 0.2120
 13.000, 1.1815, 0.04830, 0.04167, 0.0223,0.0280,1.0000,-6.5168, 0.0000, 0.2097
 14.000, 1.1629, 0.06269, 0.05654, 0.0189,0.0261,1.0000,-6.6824, 0.0000, 0.2101
 15.000, 1.1252, 0.08231, 0.07690, 0.0103,0.0252,1.0000,-6.6544, 0.0000, 0.2150


