xflr5 v6.49

 Calculated polar for: Aerofoil1781

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4554, 0.01436, 0.00625,-0.1588,0.7108,0.0757,-1.5252, 0.0000, 0.6006
 -1.000, 0.5641, 0.01377, 0.00537,-0.1574,0.6856,0.0911,-1.1397, 0.0000, 0.5291
  0.000, 0.6702, 0.01343, 0.00489,-0.1554,0.6599,0.1105,-0.8409, 0.0000, 0.4806
  1.000, 0.7764, 0.01329, 0.00481,-0.1535,0.6390,0.1343,-0.9144, 0.0000, 0.4452
  2.000, 0.8829, 0.01342, 0.00491,-0.1516,0.6164,0.1667,-1.0263, 0.0000, 0.4181
  3.000, 0.9843, 0.01353, 0.00534,-0.1488,0.5933,0.2158,-1.1997, 0.0000, 0.3964
  4.000, 1.0800, 0.01371, 0.00566,-0.1447,0.5525,0.3010,-1.3979, 0.0000, 0.3780
  6.000, 1.2630, 0.01410, 0.00698,-0.1352,0.4709,1.0000,-1.8712, 0.0000, 0.3486
  7.000, 1.3322, 0.01534, 0.00801,-0.1266,0.3936,1.0000,-2.1355, 0.0000, 0.3352
  8.000, 1.3597, 0.01778, 0.00990,-0.1111,0.2859,1.0000,-2.5275, 0.0000, 0.3205
  9.000, 1.3841, 0.02102, 0.01283,-0.0972,0.2126,1.0000,-2.9249, 0.0000, 0.3076
 10.000, 1.4131, 0.02470, 0.01647,-0.0859,0.1722,1.0000,-3.3493, 0.0000, 0.2967
 11.000, 1.4385, 0.02935, 0.02115,-0.0765,0.1389,1.0000,-3.7836, 0.0000, 0.2875
 12.000, 1.4627, 0.03498, 0.02688,-0.0692,0.1145,1.0000,-4.2443, 0.0000, 0.2798
 13.000, 1.4835, 0.04178, 0.03379,-0.0637,0.0920,1.0000,-4.7008, 0.0000, 0.2736
 14.000, 1.5052, 0.04940, 0.04167,-0.0599,0.0738,1.0000,-5.1628, 0.0000, 0.2685
 15.000, 1.5157, 0.05917, 0.05159,-0.0577,0.0497,1.0000,-5.5686, 0.0000, 0.2647


