xflr5 v6.49

 Calculated polar for: Aerofoil1654

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3598, 0.01501, 0.00746,-0.1319,0.8384,0.0465,-1.9902, 0.0000, 0.6195
 -1.000, 0.4957, 0.01356, 0.00599,-0.1358,0.8237,0.0779,-1.2615, 0.0000, 0.5247
  0.000, 0.5991, 0.01294, 0.00551,-0.1333,0.7987,0.1331,-0.7352, 0.0000, 0.4716
  1.000, 0.7129, 0.01239, 0.00531,-0.1329,0.7736,0.2510,-0.8734, 0.0000, 0.4344
  3.000, 0.9405, 0.01114, 0.00474,-0.1309,0.6319,1.0000,-1.4028, 0.0000, 0.3845
  4.000, 1.0132, 0.01220, 0.00522,-0.1221,0.5291,1.0000,-1.6608, 0.0000, 0.3646
  5.000, 1.0371, 0.01444, 0.00646,-0.1048,0.3535,1.0000,-1.8688, 0.0000, 0.3438
  6.000, 1.0665, 0.01754, 0.00865,-0.0906,0.2033,1.0000,-2.0874, 0.0000, 0.3265
  7.000, 1.1209, 0.02003, 0.01084,-0.0816,0.1451,1.0000,-2.3753, 0.0000, 0.3129
  8.000, 1.1777, 0.02257, 0.01332,-0.0736,0.1170,1.0000,-2.6816, 0.0000, 0.3012
  9.000, 1.2325, 0.02544, 0.01624,-0.0661,0.0989,1.0000,-3.0062, 0.0000, 0.2908
 10.000, 1.2833, 0.02886, 0.01978,-0.0589,0.0872,1.0000,-3.3441, 0.0000, 0.2814
 11.000, 1.3289, 0.03293, 0.02394,-0.0522,0.0770,1.0000,-3.7097, 0.0000, 0.2731
 12.000, 1.3780, 0.03717, 0.02853,-0.0466,0.0707,1.0000,-4.1163, 0.0000, 0.2659
 13.000, 1.4163, 0.04253, 0.03410,-0.0415,0.0642,1.0000,-4.5136, 0.0000, 0.2594
 14.000, 1.4546, 0.04856, 0.04058,-0.0373,0.0596,1.0000,-4.9151, 0.0000, 0.2538
 15.000, 1.4815, 0.05587, 0.04831,-0.0342,0.0548,1.0000,-5.3140, 0.0000, 0.2491


