xflr5 v6.49

 Calculated polar for: Aerofoil5021

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     1.000 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4451, 0.00799, 0.00169,-0.1448,0.6095,0.0372,-1.6276, 0.0000, 0.5772
 -1.000, 0.5521, 0.00781, 0.00147,-0.1435,0.5869,0.0563,-1.0100, 0.0000, 0.5099
  0.000, 0.6603, 0.00767, 0.00140,-0.1423,0.5693,0.0910,-0.8387, 0.0000, 0.4643
  1.000, 0.7655, 0.00772, 0.00146,-0.1407,0.5450,0.1380,-0.9116, 0.0000, 0.4314
  2.000, 0.8692, 0.00781, 0.00165,-0.1388,0.5127,0.2198,-1.0061, 0.0000, 0.4062
  3.000, 0.9704, 0.00795, 0.00198,-0.1366,0.4757,0.3620,-1.1773, 0.0000, 0.3861
  5.000, 1.1592, 0.00846, 0.00320,-0.1299,0.3520,1.0000,-1.5980, 0.0000, 0.3550
  6.000, 1.2303, 0.01013, 0.00431,-0.1223,0.2442,1.0000,-1.8223, 0.0000, 0.3411
  7.000, 1.2912, 0.01159, 0.00546,-0.1126,0.1777,1.0000,-2.0537, 0.0000, 0.3276
  8.000, 1.3488, 0.01317, 0.00683,-0.1028,0.1289,1.0000,-2.5230, 0.0000, 0.3152
  9.000, 1.4061, 0.01479, 0.00836,-0.0937,0.1003,1.0000,-3.1111, 0.0000, 0.3041
 10.000, 1.4529, 0.01694, 0.01045,-0.0836,0.0736,1.0000,-3.6972, 0.0000, 0.2936
 11.000, 1.4791, 0.02037, 0.01376,-0.0722,0.0410,1.0000,-4.2258, 0.0000, 0.2832
 12.000, 1.4910, 0.02548, 0.01883,-0.0614,0.0144,1.0000,-4.7042, 0.0000, 0.2738
 13.000, 1.5193, 0.03049, 0.02403,-0.0545,0.0112,1.0000,-5.3025, 0.0000, 0.2666
 14.000, 1.5443, 0.03653, 0.03028,-0.0492,0.0096,1.0000,-5.9118, 0.0000, 0.2606
 15.000, 1.5604, 0.04417, 0.03820,-0.0452,0.0086,1.0000,-6.4799, 0.0000, 0.2556


