xflr5 v6.49

 Calculated polar for: NACA 3015

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.0571, 0.01199, 0.00485,-0.0211,0.7539,0.6900,-0.5291, 0.0000, 0.6399
 -1.000, 0.1651, 0.01195, 0.00490,-0.0184,0.6883,0.7811,-0.6459, 0.0000, 0.3639
  0.000, 0.2776, 0.01233, 0.00518,-0.0167,0.6176,0.8615,-0.7947, 0.0000, 0.3085
  1.000, 0.3973, 0.01301, 0.00564,-0.0172,0.5406,0.9240,-0.9933, 0.0000, 0.2893
  2.000, 0.5328, 0.01391, 0.00622,-0.0220,0.4562,0.9653,-1.2713, 0.0000, 0.2856
  3.000, 0.6789, 0.01502, 0.00696,-0.0301,0.3642,0.9942,-1.6366, 0.0000, 0.2873
  4.000, 0.7680, 0.01619, 0.00786,-0.0273,0.2866,1.0000,-1.9767, 0.0000, 0.2770
  5.000, 0.8358, 0.01766, 0.00905,-0.0202,0.2199,1.0000,-2.3253, 0.0000, 0.2640
  6.000, 0.9020, 0.01947, 0.01070,-0.0130,0.1655,1.0000,-2.7018, 0.0000, 0.2527
  7.000, 0.9667, 0.02168, 0.01280,-0.0062,0.1259,1.0000,-3.0980, 0.0000, 0.2430
  8.000, 1.0224, 0.02438, 0.01546, 0.0012,0.0992,1.0000,-3.5325, 0.0000, 0.2336
  9.000, 1.0689, 0.02767, 0.01892, 0.0088,0.0818,1.0000,-3.9505, 0.0000, 0.2247
 10.000, 1.1077, 0.03212, 0.02354, 0.0149,0.0688,1.0000,-4.3502, 0.0000, 0.2176
 11.000, 1.1392, 0.03792, 0.02969, 0.0190,0.0603,1.0000,-4.7204, 0.0000, 0.2122
 12.000, 1.1585, 0.04575, 0.03790, 0.0213,0.0542,1.0000,-5.0564, 0.0000, 0.2082
 13.000, 1.1653, 0.05582, 0.04837, 0.0207,0.0485,1.0000,-5.3767, 0.0000, 0.2065
 14.000, 1.1556, 0.06903, 0.06197, 0.0178,0.0447,1.0000,-5.5902, 0.0000, 0.2064
 15.000, 1.1279, 0.08672, 0.08037, 0.0111,0.0420,1.0000,-5.6548, 0.0000, 0.2096


