xflr5 v6.49

 Calculated polar for: NACA 2023

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000,-0.0398, 0.01901, 0.00980,-0.0125,0.6579,0.5639,-0.8781, 0.0000,-0.1389
 -1.000, 0.0611, 0.01892, 0.00978,-0.0096,0.6136,0.6108,-0.8409, 0.0000, 0.4272
  0.000, 0.1607, 0.01900, 0.00987,-0.0064,0.5701,0.6611,-0.9577, 0.0000, 0.2870
  1.000, 0.2592, 0.01932, 0.01019,-0.0031,0.5288,0.7142,-1.0866, 0.0000, 0.2533
  2.000, 0.3584, 0.01993, 0.01090, 0.0000,0.4875,0.7663,-1.2308, 0.0000, 0.2381
  3.000, 0.4613, 0.02081, 0.01171, 0.0024,0.4489,0.8168,-1.3958, 0.0000, 0.2309
  4.000, 0.5620, 0.02198, 0.01296, 0.0046,0.4104,0.8644,-1.5767, 0.0000, 0.2261
  5.000, 0.6666, 0.02337, 0.01430, 0.0054,0.3731,0.9081,-1.7823, 0.0000, 0.2247
  6.000, 0.7789, 0.02507, 0.01585, 0.0037,0.3377,0.9469,-2.0183, 0.0000, 0.2267
  7.000, 0.9001, 0.02711, 0.01798,-0.0014,0.3016,0.9793,-2.2933, 0.0000, 0.2316
  8.000, 0.9776, 0.02909, 0.01995, 0.0001,0.2718,1.0001,-2.5323, 0.0000, 0.2282
  9.000, 0.9630, 0.03103, 0.02185, 0.0179,0.2523,1.0001,-2.6502, 0.0000, 0.2072
 10.000, 0.9706, 0.03416, 0.02497, 0.0297,0.2317,1.0001,-2.7971, 0.0000, 0.1925
 11.000, 0.9907, 0.03854, 0.02937, 0.0369,0.2122,1.0001,-2.9771, 0.0000, 0.1833
 12.000, 1.0099, 0.04428, 0.03512, 0.0414,0.1936,1.0001,-3.1526, 0.0000, 0.1769
 13.000, 1.0198, 0.05195, 0.04299, 0.0438,0.1769,1.0001,-3.2995, 0.0000, 0.1722
 14.000, 1.0154, 0.06246, 0.05387, 0.0440,0.1619,1.0001,-3.4089, 0.0000, 0.1689
 15.000, 1.0028, 0.07507, 0.06673, 0.0420,0.1484,1.0001,-3.4976, 0.0000, 0.1674


