xflr5 v6.49

 Calculated polar for: NACA 1522

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000,-0.1077, 0.01905, 0.00994,-0.0297,0.7300,0.4956,-0.9959, 0.0000,-0.0530
 -1.000,-0.0042, 0.01863, 0.00954,-0.0273,0.6883,0.5463,-0.8509, 0.0000,-6.5005
  0.000, 0.0964, 0.01845, 0.00944,-0.0242,0.6448,0.6012,-0.8110, 0.0000, 0.4990
  1.000, 0.2009, 0.01843, 0.00947,-0.0217,0.6028,0.6584,-0.9247, 0.0000, 0.3488
  2.000, 0.3030, 0.01870, 0.00978,-0.0188,0.5616,0.7191,-1.0493, 0.0000, 0.3004
  3.000, 0.4017, 0.01924, 0.01041,-0.0153,0.5197,0.7821,-1.1849, 0.0000, 0.2751
  4.000, 0.5055, 0.02006, 0.01122,-0.0128,0.4793,0.8425,-1.3439, 0.0000, 0.2610
  5.000, 0.6210, 0.02124, 0.01231,-0.0129,0.4393,0.8935,-1.5328, 0.0000, 0.2558
  6.000, 0.7352, 0.02260, 0.01366,-0.0139,0.3986,0.9412,-1.7459, 0.0000, 0.2530
  7.000, 0.8746, 0.02422, 0.01509,-0.0210,0.3575,0.9751,-2.0158, 0.0000, 0.2573
  8.000, 0.9767, 0.02590, 0.01678,-0.0222,0.3206,1.0000,-2.2695, 0.0000, 0.2548
  9.000, 0.9645, 0.02715, 0.01791,-0.0022,0.2966,1.0000,-2.3877, 0.0000, 0.2323
 10.000, 0.9818, 0.02941, 0.02011, 0.0110,0.2710,1.0000,-2.5514, 0.0000, 0.2169
 11.000, 1.0118, 0.03274, 0.02345, 0.0197,0.2456,1.0000,-2.7431, 0.0000, 0.2066
 12.000, 1.0413, 0.03721, 0.02800, 0.0261,0.2221,1.0000,-2.9393, 0.0000, 0.1990
 13.000, 1.0650, 0.04299, 0.03389, 0.0308,0.2009,1.0000,-3.1264, 0.0000, 0.1930
 14.000, 1.0816, 0.05024, 0.04126, 0.0337,0.1821,1.0000,-3.3061, 0.0000, 0.1884
 15.000, 1.0923, 0.05895, 0.05010, 0.0350,0.1656,1.0000,-3.4672, 0.0000, 0.1852


