xflr5 v6.49

 Calculated polar for: NACA 6018

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3204, 0.01356, 0.00587,-0.0340,0.6018,0.7356,-0.8834, 0.0000, 0.3611
 -1.000, 0.4249, 0.01394, 0.00633,-0.0313,0.5499,0.8224,-1.0262, 0.0000, 0.3243
  0.000, 0.5378, 0.01467, 0.00697,-0.0306,0.4961,0.8985,-1.2034, 0.0000, 0.3043
  1.000, 0.6671, 0.01567, 0.00779,-0.0343,0.4390,0.9527,-1.4346, 0.0000, 0.2961
  2.000, 0.8101, 0.01685, 0.00875,-0.0422,0.3781,0.9896,-1.7314, 0.0000, 0.2944
  3.000, 0.8964, 0.01800, 0.00971,-0.0395,0.3262,1.0001,-1.9973, 0.0000, 0.2840
  4.000, 0.9441, 0.01931, 0.01080,-0.0290,0.2821,1.0001,-2.2409, 0.0000, 0.2684
  5.000, 0.9909, 0.02096, 0.01235,-0.0190,0.2404,1.0001,-2.5001, 0.0000, 0.2545
  6.000, 1.0404, 0.02321, 0.01453,-0.0110,0.2033,1.0001,-2.7911, 0.0000, 0.2435
  7.000, 1.0852, 0.02643, 0.01765,-0.0042,0.1709,1.0001,-3.0780, 0.0000, 0.2343
  8.000, 1.1299, 0.03037, 0.02173, 0.0007,0.1440,1.0001,-3.3962, 0.0000, 0.2273
  9.000, 1.1640, 0.03566, 0.02714, 0.0046,0.1235,1.0001,-3.7003, 0.0000, 0.2212
 10.000, 1.1883, 0.04248, 0.03415, 0.0071,0.1074,1.0001,-3.9771, 0.0000, 0.2164
 11.000, 1.2009, 0.05121, 0.04311, 0.0081,0.0946,1.0001,-4.2158, 0.0000, 0.2128
 12.000, 1.2065, 0.06176, 0.05392, 0.0071,0.0849,1.0001,-4.4323, 0.0000, 0.2108
 13.000, 1.2073, 0.07372, 0.06625, 0.0048,0.0772,1.0001,-4.6451, 0.0000, 0.2098
 14.000, 1.1954, 0.08828, 0.08111, 0.0003,0.0701,1.0001,-4.7997, 0.0000, 0.2106
 15.000, 1.1761, 0.10476, 0.09806,-0.0057,0.0644,1.0001,-4.8912, 0.0000, 0.2129


