xflr5 v6.49

 Calculated polar for: NACA 2019

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000,-0.0293, 0.01232, 0.00464,-0.0150,0.6621,0.5421,-0.7373, 0.0000,-0.3268
 -1.000, 0.0737, 0.01224, 0.00459,-0.0125,0.6070,0.6025,-0.7067, 0.0000, 0.4303
  0.000, 0.1762, 0.01232, 0.00471,-0.0099,0.5532,0.6657,-0.8281, 0.0000, 0.3039
  1.000, 0.2780, 0.01257, 0.00502,-0.0073,0.5005,0.7316,-0.9688, 0.0000, 0.2698
  2.000, 0.3787, 0.01305, 0.00549,-0.0044,0.4484,0.7973,-1.1324, 0.0000, 0.2532
  3.000, 0.4813, 0.01375, 0.00623,-0.0020,0.3974,0.8570,-1.3275, 0.0000, 0.2441
  4.000, 0.5879, 0.01474, 0.00714,-0.0009,0.3469,0.9069,-1.5591, 0.0000, 0.2399
  5.000, 0.7005, 0.01598, 0.00826,-0.0016,0.2974,0.9470,-1.8348, 0.0000, 0.2394
  6.000, 0.8271, 0.01752, 0.00962,-0.0062,0.2486,0.9741,-2.1707, 0.0000, 0.2433
  7.000, 0.9554, 0.01934, 0.01133,-0.0121,0.2040,0.9961,-2.5458, 0.0000, 0.2472
  8.000, 0.9835, 0.02078, 0.01264, 0.0013,0.1762,1.0000,-2.7933, 0.0000, 0.2313
  9.000, 1.0081, 0.02273, 0.01455, 0.0144,0.1542,1.0000,-3.0376, 0.0000, 0.2164
 10.000, 1.0514, 0.02563, 0.01751, 0.0218,0.1328,1.0000,-3.3200, 0.0000, 0.2079
 11.000, 1.0915, 0.02972, 0.02167, 0.0273,0.1163,1.0000,-3.6322, 0.0000, 0.2017
 12.000, 1.1229, 0.03532, 0.02740, 0.0309,0.1015,1.0000,-3.9239, 0.0000, 0.1969
 13.000, 1.1521, 0.04198, 0.03432, 0.0326,0.0907,1.0000,-4.2065, 0.0000, 0.1937
 14.000, 1.1645, 0.05102, 0.04359, 0.0328,0.0827,1.0000,-4.4331, 0.0000, 0.1913
 15.000, 1.1707, 0.06182, 0.05470, 0.0311,0.0752,1.0000,-4.6328, 0.0000, 0.1904


