xflr5 v6.49

 Calculated polar for: NACA 4722

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.0394, 0.02675, 0.01771,-0.0977,0.7781,0.3873,-1.0906, 0.0000, 2.8051
 -1.000, 0.1630, 0.02539, 0.01651,-0.0990,0.7532,0.4350,-0.8962, 0.0000, 0.8633
  0.000, 0.2803, 0.02441, 0.01562,-0.0992,0.7213,0.4844,-0.8552, 0.0000, 0.6006
  1.000, 0.4136, 0.02312, 0.01432,-0.1016,0.6891,0.5370,-0.9728, 0.0000, 0.4889
  2.000, 0.5545, 0.02207, 0.01324,-0.1053,0.6518,0.5890,-1.1074, 0.0000, 0.4310
  3.000, 0.6815, 0.02201, 0.01310,-0.1070,0.6095,0.6382,-1.2459, 0.0000, 0.3966
  4.000, 0.7815, 0.02283, 0.01389,-0.1047,0.5665,0.6841,-1.3783, 0.0000, 0.3719
  5.000, 0.8743, 0.02385, 0.01488,-0.1013,0.5255,0.7289,-1.5209, 0.0000, 0.3523
  6.000, 0.9584, 0.02508, 0.01610,-0.0967,0.4864,0.7737,-1.6745, 0.0000, 0.3358
  7.000, 1.0341, 0.02651, 0.01757,-0.0910,0.4489,0.8221,-1.8381, 0.0000, 0.3213
  8.000, 1.0939, 0.02795, 0.01921,-0.0825,0.4138,0.9033,-2.0035, 0.0000, 0.3072
  9.000, 1.1620, 0.03026, 0.02147,-0.0779,0.3784,1.0000,-2.1945, 0.0000, 0.2972
 10.000, 1.2226, 0.03353, 0.02466,-0.0728,0.3446,1.0000,-2.3958, 0.0000, 0.2880
 11.000, 1.2715, 0.03751, 0.02862,-0.0668,0.3128,1.0000,-2.5987, 0.0000, 0.2791
 12.000, 1.3103, 0.04243, 0.03358,-0.0606,0.2830,1.0000,-2.8006, 0.0000, 0.2708
 13.000, 1.3392, 0.04851, 0.03971,-0.0547,0.2554,1.0000,-2.9949, 0.0000, 0.2634
 14.000, 1.3589, 0.05601, 0.04728,-0.0498,0.2299,1.0000,-3.1811, 0.0000, 0.2570
 15.000, 1.3666, 0.06549, 0.05700,-0.0463,0.2069,1.0000,-3.3459, 0.0000, 0.2519


