xflr5 v6.49

 Calculated polar for: Aerofoil1393

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4059, 0.01648, 0.00682,-0.1410,0.6271,0.0707,-1.5320, 0.0000, 0.5991
 -1.000, 0.5121, 0.01580, 0.00597,-0.1400,0.6121,0.1151,-0.9445, 0.0000, 0.5234
  0.000, 0.6129, 0.01545, 0.00581,-0.1379,0.5987,0.1966,-0.8906, 0.0000, 0.4738
  1.000, 0.7160, 0.01512, 0.00596,-0.1365,0.5862,0.4229,-0.9651, 0.0000, 0.4382
  3.000, 0.9569, 0.01572, 0.00730,-0.1407,0.5600,1.0000,-1.1533, 0.0000, 0.3926
  4.000, 1.0536, 0.01648, 0.00801,-0.1377,0.5470,1.0000,-1.2684, 0.0000, 0.3751
  6.000, 1.2199, 0.01778, 0.00982,-0.1259,0.5106,1.0000,-1.8668, 0.0000, 0.3452
  7.000, 1.2451, 0.01723, 0.00924,-0.1069,0.4381,1.0000,-2.4015, 0.0000, 0.3265
  8.000, 1.2187, 0.01998, 0.01097,-0.0811,0.2506,1.0000,-2.7009, 0.0000, 0.3059
  9.000, 1.1520, 0.02709, 0.01706,-0.0563,0.0774,1.0000,-2.8094, 0.0000, 0.2869
 10.000, 1.1273, 0.03579, 0.02575,-0.0460,0.0180,1.0000,-3.0262, 0.0000, 0.2773
 11.000, 1.1341, 0.04369, 0.03412,-0.0406,0.0149,1.0000,-3.3723, 0.0000, 0.2707
 12.000, 1.1374, 0.05245, 0.04341,-0.0365,0.0136,1.0000,-3.7036, 0.0000, 0.2653
 13.000, 1.1310, 0.06301, 0.05447,-0.0338,0.0130,1.0000,-3.9806, 0.0000, 0.2614
 14.000, 1.1203, 0.07496, 0.06683,-0.0326,0.0126,1.0000,-4.2663, 0.0000, 0.2588
 15.000, 1.1239, 0.08504, 0.07712,-0.0308,0.0123,1.0000,-4.6198, 0.0000, 0.2554


