xflr5 v6.49

 Calculated polar for: Aerofoil1122

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3229, 0.01462, 0.00588,-0.1245,0.7447,0.0625,-1.7390, 0.0000, 0.6373
 -1.000, 0.4557, 0.01388, 0.00485,-0.1288,0.7046,0.1057,-1.0592, 0.0000, 0.5328
  0.000, 0.5699, 0.01359, 0.00455,-0.1292,0.6727,0.1848,-0.7270, 0.0000, 0.4755
  1.000, 0.6759, 0.01336, 0.00470,-0.1278,0.6430,0.3748,-0.8524, 0.0000, 0.4369
  3.000, 0.8998, 0.01351, 0.00538,-0.1269,0.5711,1.0000,-1.1915, 0.0000, 0.3867
  4.000, 0.9855, 0.01411, 0.00588,-0.1208,0.5323,1.0000,-1.3705, 0.0000, 0.3673
  5.000, 1.0650, 0.01477, 0.00653,-0.1137,0.4881,1.0000,-1.5669, 0.0000, 0.3503
  6.000, 1.1309, 0.01560, 0.00728,-0.1038,0.4300,1.0000,-1.7673, 0.0000, 0.3341
  7.000, 1.1854, 0.01691, 0.00842,-0.0922,0.3472,1.0000,-1.9659, 0.0000, 0.3189
  8.000, 1.2286, 0.01899, 0.01028,-0.0795,0.2709,1.0000,-2.4608, 0.0000, 0.3046
  9.000, 1.2727, 0.02135, 0.01270,-0.0680,0.2226,1.0000,-3.0295, 0.0000, 0.2919
 10.000, 1.3013, 0.02440, 0.01572,-0.0553,0.1765,1.0000,-3.5827, 0.0000, 0.2795
 11.000, 1.3302, 0.02777, 0.01933,-0.0443,0.1409,1.0000,-4.1493, 0.0000, 0.2689
 12.000, 1.3443, 0.03260, 0.02435,-0.0343,0.1034,1.0000,-4.6350, 0.0000, 0.2594
 13.000, 1.3226, 0.04170, 0.03316,-0.0260,0.0348,1.0000,-4.9047, 0.0000, 0.2518
 14.000, 1.2994, 0.05306, 0.04480,-0.0219,0.0221,1.0000,-5.1302, 0.0000, 0.2471
 15.000, 1.2738, 0.06664, 0.05897,-0.0216,0.0195,1.0000,-5.3138, 0.0000, 0.2454


