xflr5 v6.49

 Calculated polar for: NACA 5923

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.0664, 0.02716, 0.01858,-0.1250,0.7902,0.3835,-1.1285, 0.0000, 2.1664
 -1.000, 0.2097, 0.02621, 0.01771,-0.1311,0.7580,0.4269,-0.9251, 0.0000, 0.8762
  0.000, 0.3592, 0.02529, 0.01683,-0.1379,0.7244,0.4720,-0.8915, 0.0000, 0.6288
  1.000, 0.5063, 0.02466, 0.01619,-0.1442,0.6863,0.5172,-1.0190, 0.0000, 0.5267
  2.000, 0.6350, 0.02471, 0.01620,-0.1469,0.6441,0.5608,-1.1469, 0.0000, 0.4714
  3.000, 0.7477, 0.02529, 0.01672,-0.1467,0.6008,0.6025,-1.2769, 0.0000, 0.4345
  4.000, 0.8455, 0.02628, 0.01766,-0.1436,0.5587,0.6411,-1.4096, 0.0000, 0.4067
  5.000, 0.9114, 0.02751, 0.01893,-0.1337,0.5209,0.6713,-1.5309, 0.0000, 0.3818
  6.000, 0.9846, 0.02901, 0.02039,-0.1262,0.4839,0.7033,-1.6712, 0.0000, 0.3618
  7.000, 1.0680, 0.03091, 0.02221,-0.1220,0.4467,0.7366,-1.8367, 0.0000, 0.3463
  8.000, 1.0921, 0.03309, 0.02458,-0.1058,0.4145,0.7588,-1.9576, 0.0000, 0.3271
  9.000, 1.1453, 0.03600, 0.02762,-0.0977,0.3818,0.7857,-2.1198, 0.0000, 0.3139
 10.000, 1.1850, 0.03938, 0.03115,-0.0881,0.3519,0.8100,-2.2790, 0.0000, 0.3011
 11.000, 1.2165, 0.04325, 0.03510,-0.0784,0.3237,0.8326,-2.4374, 0.0000, 0.2893
 12.000, 1.2549, 0.04826, 0.04017,-0.0724,0.2952,0.8523,-2.6187, 0.0000, 0.2806
 13.000, 1.2728, 0.05499, 0.04716,-0.0660,0.2690,0.8716,-2.7732, 0.0000, 0.2726
 14.000, 1.2789, 0.06306, 0.05559,-0.0605,0.2455,0.8873,-2.9091, 0.0000, 0.2658
 15.000, 1.2874, 0.07204, 0.06476,-0.0574,0.2235,0.9019,-3.0521, 0.0000, 0.2609


