xflr5 v6.49

 Calculated polar for: NACA 3623

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.1305, 0.01476, 0.00676,-0.0910,0.7233,0.3752,-0.9765, 0.0000, 0.9669
 -1.000, 0.2400, 0.01442, 0.00635,-0.0901,0.6848,0.4174,-0.8786, 0.0000, 0.6286
  0.000, 0.3368, 0.01436, 0.00629,-0.0869,0.6404,0.4595,-0.9713, 0.0000, 0.5046
  1.000, 0.4355, 0.01454, 0.00632,-0.0840,0.5965,0.5051,-1.0737, 0.0000, 0.4359
  2.000, 0.5243, 0.01488, 0.00670,-0.0793,0.5564,0.5509,-1.1788, 0.0000, 0.3918
  3.000, 0.6097, 0.01542, 0.00722,-0.0742,0.5186,0.5979,-1.2915, 0.0000, 0.3602
  4.000, 0.6957, 0.01619, 0.00800,-0.0695,0.4831,0.6462,-1.4162, 0.0000, 0.3366
  5.000, 0.7790, 0.01712, 0.00900,-0.0646,0.4495,0.6983,-1.5515, 0.0000, 0.3180
  6.000, 0.8571, 0.01816, 0.01026,-0.0591,0.4173,0.7669,-1.6968, 0.0000, 0.3024
  7.000, 0.9265, 0.01934, 0.01181,-0.0517,0.3863,0.9188,-1.8504, 0.0000, 0.2876
  8.000, 1.0042, 0.02111, 0.01346,-0.0481,0.3551,1.0000,-2.0276, 0.0000, 0.2782
  9.000, 1.0694, 0.02344, 0.01569,-0.0428,0.3257,1.0000,-2.2099, 0.0000, 0.2686
 10.000, 1.1287, 0.02634, 0.01850,-0.0375,0.2976,1.0000,-2.4014, 0.0000, 0.2601
 11.000, 1.1805, 0.02993, 0.02206,-0.0322,0.2709,1.0000,-2.5950, 0.0000, 0.2522
 12.000, 1.2255, 0.03439, 0.02650,-0.0273,0.2455,1.0000,-2.7959, 0.0000, 0.2452
 13.000, 1.2646, 0.03973, 0.03187,-0.0229,0.2226,1.0000,-2.9948, 0.0000, 0.2391
 14.000, 1.2951, 0.04635, 0.03860,-0.0193,0.2011,1.0000,-3.1935, 0.0000, 0.2337
 15.000, 1.3191, 0.05409, 0.04646,-0.0167,0.1819,1.0000,-3.3787, 0.0000, 0.2291


