xflr5 v6.49

 Calculated polar for: NACA 6015

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3373, 0.01481, 0.00715,-0.0375,0.6920,0.9011,-0.7836, 0.0000, 0.3653
 -1.000, 0.4897, 0.01519, 0.00728,-0.0445,0.6243,0.9666,-0.9844, 0.0000, 0.3414
  0.000, 0.6338, 0.01568, 0.00749,-0.0518,0.5474,1.0001,-1.2436, 0.0000, 0.3296
  1.000, 0.7112, 0.01649, 0.00797,-0.0459,0.4763,1.0001,-1.4864, 0.0000, 0.3102
  2.000, 0.7870, 0.01762, 0.00884,-0.0398,0.4023,1.0001,-1.7692, 0.0000, 0.2941
  3.000, 0.8608, 0.01915, 0.01013,-0.0337,0.3279,1.0001,-2.0913, 0.0000, 0.2806
  4.000, 0.9309, 0.02114, 0.01184,-0.0277,0.2556,1.0001,-2.4531, 0.0000, 0.2691
  5.000, 0.9936, 0.02368, 0.01420,-0.0213,0.1936,1.0001,-2.8266, 0.0000, 0.2587
  6.000, 1.0449, 0.02672, 0.01717,-0.0140,0.1480,1.0001,-3.1904, 0.0000, 0.2484
  7.000, 1.0866, 0.03069, 0.02116,-0.0069,0.1174,1.0001,-3.5804, 0.0000, 0.2391
  8.000, 1.1216, 0.03579, 0.02645,-0.0013,0.0965,1.0001,-3.9523, 0.0000, 0.2315
  9.000, 1.1484, 0.04226, 0.03313, 0.0028,0.0824,1.0001,-4.2939, 0.0000, 0.2255
 10.000, 1.1659, 0.05032, 0.04161, 0.0048,0.0709,1.0001,-4.6009, 0.0000, 0.2212
 11.000, 1.1753, 0.06031, 0.05211, 0.0054,0.0636,1.0001,-4.8473, 0.0000, 0.2182
 12.000, 1.1702, 0.07278, 0.06500, 0.0034,0.0583,1.0001,-5.0798, 0.0000, 0.2173
 13.000, 1.1422, 0.09011, 0.08293,-0.0019,0.0542,1.0001,-5.1531, 0.0000, 0.2194
 14.000, 1.0174, 0.12918, 0.12309,-0.0207,0.0521,1.0001,-4.5023, 0.0000, 0.2375
 15.000, 0.8727, 0.18518, 0.17936,-0.0467,0.0448,1.0001,-3.1740, 0.0000, 0.2747


