xflr5 v6.49

 Calculated polar for: NACA 2421

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.0043, 0.01547, 0.00674,-0.0497,0.6702,0.4305,-0.9497, 0.0000,12.2489
 -1.000, 0.1038, 0.01515, 0.00655,-0.0467,0.6307,0.5098,-0.7847, 0.0000, 0.7088
  1.000, 0.3032, 0.01516, 0.00685,-0.0406,0.5578,0.6763,-0.9806, 0.0000, 0.3770
  2.000, 0.4044, 0.01549, 0.00735,-0.0377,0.5262,0.7557,-1.0936, 0.0000, 0.3339
  3.000, 0.5094, 0.01610, 0.00806,-0.0354,0.4966,0.8290,-1.2214, 0.0000, 0.3087
  4.000, 0.6203, 0.01697, 0.00886,-0.0345,0.4671,0.8924,-1.3686, 0.0000, 0.2937
  5.000, 0.7495, 0.01808, 0.00985,-0.0379,0.4357,0.9433,-1.5527, 0.0000, 0.2875
  6.000, 0.8842, 0.01921, 0.01088,-0.0435,0.4031,0.9771,-1.7681, 0.0000, 0.2852
  7.000, 1.0058, 0.02039, 0.01203,-0.0474,0.3702,1.0000,-2.0045, 0.0000, 0.2819
  8.000, 1.0207, 0.02123, 0.01289,-0.0305,0.3451,1.0000,-2.1405, 0.0000, 0.2629
  9.000, 1.0522, 0.02271, 0.01433,-0.0176,0.3186,1.0000,-2.3099, 0.0000, 0.2480
 10.000, 1.0968, 0.02500, 0.01661,-0.0088,0.2908,1.0000,-2.5109, 0.0000, 0.2376
 11.000, 1.1388, 0.02820, 0.01981,-0.0016,0.2634,1.0000,-2.7210, 0.0000, 0.2290
 12.000, 1.1743, 0.03251, 0.02417, 0.0045,0.2370,1.0000,-2.9350, 0.0000, 0.2218
 13.000, 1.1999, 0.03825, 0.02997, 0.0094,0.2125,1.0000,-3.1399, 0.0000, 0.2157
 14.000, 1.2152, 0.04570, 0.03751, 0.0127,0.1899,1.0000,-3.3270, 0.0000, 0.2107
 15.000, 1.2250, 0.05476, 0.04677, 0.0142,0.1700,1.0000,-3.5059, 0.0000, 0.2072


