xflr5 v6.49

 Calculated polar for: NACA 4613

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.2274, 0.01689, 0.00889,-0.1259,0.8669,0.3541,-0.8015, 0.0000, 0.8089
 -1.000, 0.3594, 0.01599, 0.00828,-0.1294,0.8540,0.4631,-0.5911, 0.0000, 0.6110
  0.000, 0.4691, 0.01561, 0.00820,-0.1283,0.8319,0.5647,-0.6703, 0.0000, 0.5225
  1.000, 0.5830, 0.01505, 0.00793,-0.1276,0.8075,0.6589,-0.7658, 0.0000, 0.4665
  3.000, 0.8083, 0.01351, 0.00705,-0.1247,0.7316,1.0000,-1.0428, 0.0000, 0.3995
  4.000, 0.9258, 0.01352, 0.00682,-0.1247,0.6578,1.0000,-1.3067, 0.0000, 0.3789
  5.000, 1.0258, 0.01449, 0.00724,-0.1217,0.5533,1.0000,-1.6379, 0.0000, 0.3616
  6.000, 1.1027, 0.01630, 0.00857,-0.1149,0.4464,1.0000,-2.0053, 0.0000, 0.3460
  7.000, 1.1603, 0.01863, 0.01042,-0.1053,0.3382,1.0000,-2.3911, 0.0000, 0.3313
  8.000, 1.2110, 0.02175, 0.01310,-0.0957,0.2309,1.0000,-2.7940, 0.0000, 0.3182
  9.000, 1.2578, 0.02559, 0.01656,-0.0868,0.1460,1.0000,-3.2098, 0.0000, 0.3068
 10.000, 1.3017, 0.02997, 0.02085,-0.0786,0.0959,1.0000,-3.6886, 0.0000, 0.2966
 11.000, 1.3372, 0.03522, 0.02616,-0.0705,0.0718,1.0000,-4.1503, 0.0000, 0.2874
 12.000, 1.3674, 0.04127, 0.03248,-0.0633,0.0564,1.0000,-4.6036, 0.0000, 0.2793
 13.000, 1.3835, 0.04911, 0.04065,-0.0568,0.0476,1.0000,-5.0020, 0.0000, 0.2722
 14.000, 1.3991, 0.05782, 0.04987,-0.0520,0.0418,1.0000,-5.3811, 0.0000, 0.2664
 15.000, 1.3987, 0.06920, 0.06156,-0.0493,0.0365,1.0000,-5.7177, 0.0000, 0.2624


