xflr5 v6.49

 Calculated polar for: NACA 3924

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.0926, 0.01757, 0.00928,-0.1022,0.7322,0.4207,-1.0183, 0.0000, 1.3800
 -1.000, 0.2335, 0.01723, 0.00883,-0.1081,0.6837,0.4611,-0.8632, 0.0000, 0.7145
  0.000, 0.3600, 0.01731, 0.00878,-0.1111,0.6361,0.5013,-0.9798, 0.0000, 0.5538
  1.000, 0.4714, 0.01768, 0.00913,-0.1110,0.5913,0.5411,-1.0982, 0.0000, 0.4774
  2.000, 0.5767, 0.01825, 0.00970,-0.1096,0.5488,0.5815,-1.2243, 0.0000, 0.4298
  3.000, 0.6751, 0.01902, 0.01049,-0.1068,0.5087,0.6225,-1.3583, 0.0000, 0.3961
  4.000, 0.7660, 0.02000, 0.01148,-0.1026,0.4709,0.6623,-1.5003, 0.0000, 0.3702
  5.000, 0.8503, 0.02117, 0.01268,-0.0973,0.4352,0.7002,-1.6514, 0.0000, 0.3491
  6.000, 0.9287, 0.02259, 0.01411,-0.0912,0.4016,0.7364,-1.8124, 0.0000, 0.3313
  7.000, 0.9924, 0.02433, 0.01587,-0.0824,0.3702,0.7697,-1.9742, 0.0000, 0.3145
  8.000, 1.0433, 0.02631, 0.01793,-0.0716,0.3412,0.7977,-2.1362, 0.0000, 0.2984
  9.000, 1.0962, 0.02865, 0.02039,-0.0626,0.3139,0.8240,-2.3129, 0.0000, 0.2851
 10.000, 1.1461, 0.03159, 0.02345,-0.0545,0.2881,0.8493,-2.4979, 0.0000, 0.2739
 11.000, 1.1877, 0.03534, 0.02730,-0.0467,0.2642,0.8734,-2.6817, 0.0000, 0.2638
 12.000, 1.2210, 0.03998, 0.03203,-0.0396,0.2419,0.8955,-2.8600, 0.0000, 0.2549
 13.000, 1.2442, 0.04570, 0.03782,-0.0332,0.2210,0.9151,-3.0336, 0.0000, 0.2470
 14.000, 1.2642, 0.05227, 0.04467,-0.0284,0.2025,0.9328,-3.1991, 0.0000, 0.2406
 15.000, 1.2735, 0.06024, 0.05287,-0.0246,0.1859,0.9499,-3.3524, 0.0000, 0.2352


