xflr5 v6.49

 Calculated polar for: Aerofoil1357

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4546, 0.01348, 0.00544,-0.1389,0.6996,0.0539,-1.7150, 0.0000, 0.5571
 -1.000, 0.5572, 0.01291, 0.00453,-0.1364,0.6540,0.0861,-1.1025, 0.0000, 0.4944
  0.000, 0.6557, 0.01269, 0.00419,-0.1332,0.6093,0.1467,-1.0084, 0.0000, 0.4512
  1.000, 0.7512, 0.01261, 0.00420,-0.1296,0.5635,0.2676,-1.1534, 0.0000, 0.4193
  3.000, 0.9453, 0.01256, 0.00479,-0.1231,0.4670,1.0000,-1.4850, 0.0000, 0.3745
  4.000, 1.0280, 0.01346, 0.00536,-0.1172,0.4121,1.0000,-1.6492, 0.0000, 0.3570
  5.000, 1.0992, 0.01465, 0.00619,-0.1094,0.3565,1.0000,-1.8168, 0.0000, 0.3412
  6.000, 1.1657, 0.01598, 0.00733,-0.1010,0.3108,1.0000,-1.9816, 0.0000, 0.3270
  7.000, 1.2272, 0.01761, 0.00885,-0.0923,0.2729,1.0000,-2.1534, 0.0000, 0.3142
  8.000, 1.2875, 0.01942, 0.01068,-0.0841,0.2449,1.0000,-2.3336, 0.0000, 0.3028
  9.000, 1.3441, 0.02153, 0.01293,-0.0760,0.2243,1.0000,-2.5101, 0.0000, 0.2925
 10.000, 1.3833, 0.02438, 0.01578,-0.0667,0.1890,1.0000,-2.6814, 0.0000, 0.2825
 11.000, 1.4104, 0.02840, 0.01980,-0.0576,0.1540,1.0000,-2.9700, 0.0000, 0.2734
 12.000, 1.4113, 0.03526, 0.02637,-0.0491,0.0868,1.0000,-3.3164, 0.0000, 0.2655
 13.000, 1.3658, 0.04829, 0.03926,-0.0424,0.0146,1.0000,-3.4576, 0.0000, 0.2598
 14.000, 1.3600, 0.05973, 0.05127,-0.0410,0.0124,1.0000,-3.7465, 0.0000, 0.2569


