xflr5 v6.49

 Calculated polar for: Aerofoil1751

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4376, 0.01556, 0.00662,-0.1417,0.6988,0.0666,-1.5912, 0.0000, 0.5758
 -1.000, 0.5418, 0.01477, 0.00566,-0.1400,0.6740,0.1071,-1.0115, 0.0000, 0.5086
  0.000, 0.6482, 0.01447, 0.00527,-0.1388,0.6518,0.1859,-0.8711, 0.0000, 0.4628
  1.000, 0.7462, 0.01413, 0.00543,-0.1361,0.6288,0.3731,-0.9518, 0.0000, 0.4299
  3.000, 0.9626, 0.01422, 0.00606,-0.1342,0.5842,1.0000,-1.2384, 0.0000, 0.3845
  4.000, 1.0541, 0.01485, 0.00664,-0.1300,0.5548,1.0000,-1.4009, 0.0000, 0.3673
  5.000, 1.1434, 0.01555, 0.00734,-0.1255,0.5232,1.0000,-1.5784, 0.0000, 0.3524
  6.000, 1.2276, 0.01635, 0.00822,-0.1202,0.4886,1.0000,-1.7695, 0.0000, 0.3392
  7.000, 1.3012, 0.01729, 0.00927,-0.1129,0.4455,1.0000,-1.9696, 0.0000, 0.3267
  8.000, 1.3521, 0.01858, 0.01061,-0.1017,0.3900,1.0000,-2.2358, 0.0000, 0.3137
  9.000, 1.3784, 0.02089, 0.01279,-0.0874,0.3204,1.0000,-2.7262, 0.0000, 0.3004
 10.000, 1.3779, 0.02504, 0.01664,-0.0719,0.2424,1.0000,-3.1293, 0.0000, 0.2876
 11.000, 1.3813, 0.03049, 0.02206,-0.0608,0.1889,1.0000,-3.5405, 0.0000, 0.2777
 12.000, 1.3864, 0.03731, 0.02898,-0.0530,0.1462,1.0000,-3.9416, 0.0000, 0.2702
 13.000, 1.3712, 0.04743, 0.03886,-0.0475,0.0767,1.0000,-4.2445, 0.0000, 0.2646
 14.000, 1.3335, 0.06215, 0.05332,-0.0450,0.0205,1.0000,-4.4125, 0.0000, 0.2618
 15.000, 1.3273, 0.07536, 0.06718,-0.0456,0.0178,1.0000,-4.7114, 0.0000, 0.2603


