xflr5 v6.49

 Calculated polar for: Aerofoil5015

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.500 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.5014, 0.00990, 0.00310,-0.1561,0.7039,0.0328,-2.0023, 0.0000, 0.5637
 -1.000, 0.5926, 0.00972, 0.00282,-0.1514,0.6776,0.0502,-1.3650, 0.0000, 0.5057
  0.000, 0.6812, 0.00973, 0.00278,-0.1463,0.6487,0.0831,-0.9021, 0.0000, 0.4632
  1.000, 0.7706, 0.00981, 0.00291,-0.1415,0.6228,0.1387,-0.9650, 0.0000, 0.4306
  2.000, 0.8594, 0.00992, 0.00323,-0.1368,0.5985,0.2441,-1.0490, 0.0000, 0.4047
  3.000, 0.9766, 0.00957, 0.00420,-0.1390,0.5485,1.0000,-1.2258, 0.0000, 0.3864
  4.000, 1.0518, 0.01025, 0.00468,-0.1316,0.5154,1.0000,-1.3903, 0.0000, 0.3678
  5.000, 1.1205, 0.01116, 0.00541,-0.1234,0.4750,1.0000,-1.5686, 0.0000, 0.3513
  6.000, 1.1814, 0.01243, 0.00647,-0.1141,0.4206,1.0000,-1.7549, 0.0000, 0.3363
  7.000, 1.2175, 0.01485, 0.00841,-0.1015,0.3283,1.0000,-1.9242, 0.0000, 0.3215
  8.000, 1.2550, 0.01777, 0.01095,-0.0904,0.2478,1.0000,-2.1087, 0.0000, 0.3086
  9.000, 1.2975, 0.02081, 0.01380,-0.0812,0.1987,1.0000,-2.3098, 0.0000, 0.2974
 10.000, 1.3413, 0.02413, 0.01708,-0.0732,0.1661,1.0000,-2.5262, 0.0000, 0.2876
 11.000, 1.3842, 0.02780, 0.02079,-0.0661,0.1453,1.0000,-2.7551, 0.0000, 0.2789
 12.000, 1.4215, 0.03220, 0.02527,-0.0594,0.1279,1.0000,-2.9768, 0.0000, 0.2710
 13.000, 1.4541, 0.03721, 0.03040,-0.0532,0.1142,1.0000,-3.2115, 0.0000, 0.2639
 14.000, 1.4848, 0.04260, 0.03601,-0.0478,0.1049,1.0000,-3.4455, 0.0000, 0.2573
 15.000, 1.5030, 0.04927, 0.04284,-0.0425,0.0940,1.0000,-3.7715, 0.0000, 0.2512


