xflr5 v6.49

 Calculated polar for: NACA 5518

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.2640, 0.02174, 0.01226,-0.1248,0.7552,0.2998,-0.9747, 0.0000, 0.7297
 -1.000, 0.3898, 0.02090, 0.01148,-0.1270,0.7366,0.3720,-0.8574, 0.0000, 0.5770
  0.000, 0.5096, 0.02028, 0.01103,-0.1279,0.7144,0.4566,-0.9485, 0.0000, 0.4992
  1.000, 0.6106, 0.02020, 0.01123,-0.1255,0.6878,0.5592,-1.0348, 0.0000, 0.4516
  2.000, 0.7080, 0.02005, 0.01157,-0.1220,0.6607,0.7201,-1.1271, 0.0000, 0.4165
  3.000, 0.8143, 0.02005, 0.01180,-0.1202,0.6327,1.0000,-1.2340, 0.0000, 0.3901
  4.000, 0.9122, 0.02083, 0.01230,-0.1179,0.6036,1.0000,-1.3458, 0.0000, 0.3703
  5.000, 1.0045, 0.02178, 0.01309,-0.1146,0.5735,1.0000,-1.4681, 0.0000, 0.3537
  6.000, 1.0928, 0.02294, 0.01410,-0.1108,0.5423,1.0000,-1.6062, 0.0000, 0.3394
  7.000, 1.1771, 0.02430, 0.01540,-0.1065,0.5102,1.0000,-1.7701, 0.0000, 0.3270
  8.000, 1.2472, 0.02621, 0.01727,-0.1005,0.4764,1.0000,-1.9571, 0.0000, 0.3155
  9.000, 1.2980, 0.02902, 0.02026,-0.0925,0.4403,1.0000,-2.1551, 0.0000, 0.3044
 10.000, 1.3464, 0.03222, 0.02350,-0.0849,0.4028,1.0000,-2.3819, 0.0000, 0.2945
 11.000, 1.3879, 0.03612, 0.02746,-0.0776,0.3650,1.0000,-2.6259, 0.0000, 0.2854
 12.000, 1.4073, 0.04200, 0.03352,-0.0697,0.3252,1.0000,-2.8388, 0.0000, 0.2770
 13.000, 1.4239, 0.04887, 0.04043,-0.0632,0.2866,1.0000,-3.0736, 0.0000, 0.2697
 14.000, 1.4260, 0.05807, 0.04983,-0.0579,0.2482,1.0000,-3.2752, 0.0000, 0.2637
 15.000, 1.4226, 0.06887, 0.06077,-0.0544,0.2132,1.0000,-3.4589, 0.0000, 0.2590


