xflr5 v6.49

 Calculated polar for: Aerofoil1738

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3641, 0.01235, 0.00461,-0.1312,0.8070,0.0638,-1.5616, 0.0000, 0.6121
 -1.000, 0.4762, 0.01162, 0.00374,-0.1307,0.7694,0.1060,-0.9440, 0.0000, 0.5247
  0.000, 0.5849, 0.01127, 0.00337,-0.1296,0.7298,0.1811,-0.7122, 0.0000, 0.4706
  1.000, 0.6900, 0.01102, 0.00336,-0.1279,0.6892,0.3478,-0.8488, 0.0000, 0.4334
  3.000, 0.8951, 0.01081, 0.00377,-0.1230,0.5858,1.0000,-1.1773, 0.0000, 0.3833
  4.000, 0.9915, 0.01155, 0.00432,-0.1195,0.5341,1.0000,-1.3692, 0.0000, 0.3655
  5.000, 1.0809, 0.01254, 0.00510,-0.1149,0.4647,1.0000,-1.5774, 0.0000, 0.3501
  6.000, 1.1563, 0.01407, 0.00626,-0.1080,0.3626,1.0000,-1.8036, 0.0000, 0.3360
  7.000, 1.2211, 0.01613, 0.00801,-0.0997,0.2694,1.0000,-2.4552, 0.0000, 0.3230
  8.000, 1.2697, 0.01857, 0.01013,-0.0891,0.1896,1.0000,-3.0887, 0.0000, 0.3102
  9.000, 1.3154, 0.02130, 0.01270,-0.0789,0.1316,1.0000,-3.7244, 0.0000, 0.2987
 11.000, 1.3503, 0.03211, 0.02318,-0.0569,0.0155,1.0000,-4.6567, 0.0000, 0.2778
 12.000, 1.3689, 0.03864, 0.03030,-0.0497,0.0139,1.0000,-5.1826, 0.0000, 0.2704
 13.000, 1.3658, 0.04834, 0.04055,-0.0449,0.0126,1.0000,-5.6072, 0.0000, 0.2651
 14.000, 1.3435, 0.06241, 0.05514,-0.0442,0.0119,1.0000,-5.8772, 0.0000, 0.2632
 15.000, 1.3319, 0.07763, 0.07086,-0.0468,0.0115,1.0000,-6.1671, 0.0000, 0.2634


