xflr5 v6.49

 Calculated polar for: Aerofoil1446

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4219, 0.01549, 0.00675,-0.1333,0.7177,0.0583,-1.7746, 0.0000, 0.5679
 -1.000, 0.5292, 0.01465, 0.00573,-0.1315,0.6873,0.0921,-1.1756, 0.0000, 0.4987
  0.000, 0.6318, 0.01422, 0.00542,-0.1289,0.6608,0.1581,-0.7992, 0.0000, 0.4528
  1.000, 0.7340, 0.01402, 0.00557,-0.1264,0.6353,0.3044,-0.9553, 0.0000, 0.4196
  3.000, 0.9420, 0.01365, 0.00592,-0.1211,0.5605,1.0000,-1.3705, 0.0000, 0.3735
  4.000, 1.0335, 0.01429, 0.00636,-0.1162,0.5179,1.0000,-1.6075, 0.0000, 0.3561
  5.000, 1.1176, 0.01508, 0.00697,-0.1100,0.4618,1.0000,-1.8598, 0.0000, 0.3408
  6.000, 1.1820, 0.01642, 0.00787,-0.1004,0.3637,1.0000,-2.1119, 0.0000, 0.3260
  7.000, 1.2174, 0.01883, 0.00968,-0.0865,0.2570,1.0000,-2.3272, 0.0000, 0.3107
  8.000, 1.2534, 0.02156, 0.01217,-0.0741,0.1980,1.0000,-2.5562, 0.0000, 0.2973
  9.000, 1.2897, 0.02462, 0.01521,-0.0632,0.1635,1.0000,-2.7977, 0.0000, 0.2857
 10.000, 1.3229, 0.02833, 0.01904,-0.0537,0.1418,1.0000,-3.0329, 0.0000, 0.2756
 11.000, 1.3515, 0.03301, 0.02387,-0.0458,0.1255,1.0000,-3.2793, 0.0000, 0.2672
 12.000, 1.3800, 0.03848, 0.02955,-0.0398,0.1130,1.0000,-3.5276, 0.0000, 0.2603
 13.000, 1.4113, 0.04447, 0.03591,-0.0354,0.1026,1.0000,-3.8375, 0.0000, 0.2546
 14.000, 1.4353, 0.05164, 0.04333,-0.0322,0.0942,1.0000,-4.1707, 0.0000, 0.2499
 15.000, 1.4587, 0.05969, 0.05189,-0.0303,0.0871,1.0000,-4.5103, 0.0000, 0.2462


