xflr5 v6.49

 Calculated polar for: NACA 2423

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.0012, 0.01639, 0.00751,-0.0483,0.6416,0.4248,-1.0029, 0.0000,43.7249
 -1.000, 0.0989, 0.01618, 0.00729,-0.0452,0.6059,0.4894,-0.8566, 0.0000, 0.7180
  0.000, 0.1959, 0.01610, 0.00732,-0.0419,0.5713,0.5613,-0.9509, 0.0000, 0.4603
  1.000, 0.2924, 0.01620, 0.00762,-0.0384,0.5413,0.6316,-1.0513, 0.0000, 0.3731
  2.000, 0.3895, 0.01651, 0.00808,-0.0351,0.5136,0.7026,-1.1604, 0.0000, 0.3292
  3.000, 0.4884, 0.01703, 0.00872,-0.0319,0.4867,0.7711,-1.2821, 0.0000, 0.3025
  4.000, 0.5847, 0.01775, 0.00942,-0.0284,0.4600,0.8387,-1.4138, 0.0000, 0.2842
  5.000, 0.6924, 0.01880, 0.01063,-0.0273,0.4343,0.8973,-1.5670, 0.0000, 0.2739
  6.000, 0.8081, 0.02008, 0.01187,-0.0287,0.4081,0.9478,-1.7452, 0.0000, 0.2688
  7.000, 0.9343, 0.02152, 0.01321,-0.0333,0.3803,0.9819,-1.9556, 0.0000, 0.2678
  8.000, 1.0175, 0.02282, 0.01440,-0.0307,0.3535,1.0000,-2.1431, 0.0000, 0.2609
  9.000, 1.0266, 0.02418, 0.01581,-0.0147,0.3319,1.0000,-2.2605, 0.0000, 0.2430
 10.000, 1.0632, 0.02647, 0.01809,-0.0050,0.3091,1.0000,-2.4199, 0.0000, 0.2314
 11.000, 1.1035, 0.02963, 0.02118, 0.0022,0.2858,1.0000,-2.5945, 0.0000, 0.2228
 12.000, 1.1366, 0.03395, 0.02554, 0.0082,0.2625,1.0000,-2.7693, 0.0000, 0.2154
 13.000, 1.1645, 0.03954, 0.03131, 0.0126,0.2408,1.0000,-2.9430, 0.0000, 0.2095
 14.000, 1.1839, 0.04665, 0.03857, 0.0158,0.2204,1.0000,-3.1038, 0.0000, 0.2047
 15.000, 1.1950, 0.05530, 0.04733, 0.0176,0.2014,1.0000,-3.2569, 0.0000, 0.2008


