xflr5 v6.49

 Calculated polar for: NACA 1813

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -1.000, 0.0239, 0.01058, 0.00422,-0.0427,0.8910,0.6088,-0.5471, 0.0000, 2.0569
  0.000, 0.1587, 0.00983, 0.00371,-0.0457,0.8212,0.6982,-0.5115, 0.0000, 0.5370
  1.000, 0.2833, 0.00991, 0.00353,-0.0465,0.7076,0.7707,-0.6616, 0.0000, 0.4111
  2.000, 0.3836, 0.01052, 0.00383,-0.0428,0.5977,0.8281,-0.8471, 0.0000, 0.3575
  3.000, 0.4787, 0.01123, 0.00424,-0.0384,0.4907,0.8807,-1.0919, 0.0000, 0.3252
  4.000, 0.5776, 0.01213, 0.00481,-0.0351,0.3808,0.9372,-1.4106, 0.0000, 0.3050
  5.000, 0.6999, 0.01346, 0.00571,-0.0381,0.2633,1.0000,-1.8428, 0.0000, 0.2979
  6.000, 0.7899, 0.01510, 0.00691,-0.0348,0.1734,1.0000,-2.2836, 0.0000, 0.2867
  7.000, 0.8814, 0.01698, 0.00855,-0.0319,0.1122,1.0000,-2.7850, 0.0000, 0.2778
  8.000, 0.9691, 0.01915, 0.01063,-0.0284,0.0782,1.0000,-3.3415, 0.0000, 0.2698
  9.000, 1.0508, 0.02159, 0.01318,-0.0240,0.0597,1.0000,-3.9270, 0.0000, 0.2622
 10.000, 1.1216, 0.02448, 0.01624,-0.0183,0.0485,1.0000,-4.5256, 0.0000, 0.2544
 11.000, 1.1754, 0.02799, 0.02001,-0.0107,0.0413,1.0000,-5.0846, 0.0000, 0.2458
 12.000, 1.2166, 0.03255, 0.02487,-0.0033,0.0364,1.0000,-5.6487, 0.0000, 0.2379
 13.000, 1.2465, 0.03841, 0.03113, 0.0027,0.0326,1.0000,-6.1693, 0.0000, 0.2313
 14.000, 1.2576, 0.04718, 0.04038, 0.0061,0.0302,1.0000,-6.5740, 0.0000, 0.2268
 15.000, 1.2537, 0.05928, 0.05307, 0.0049,0.0279,1.0000,-6.8749, 0.0000, 0.2257


