xflr5 v6.49

 Calculated polar for: Aerofoil1566

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3392, 0.01353, 0.00478,-0.1190,0.6441,0.0595,-1.6720, 0.0000, 0.6030
 -1.000, 0.4478, 0.01285, 0.00404,-0.1180,0.6266,0.0970,-1.0476, 0.0000, 0.5139
  0.000, 0.5562, 0.01255, 0.00382,-0.1171,0.6106,0.1656,-0.7841, 0.0000, 0.4596
  1.000, 0.6636, 0.01227, 0.00399,-0.1161,0.5960,0.3124,-0.8550, 0.0000, 0.4230
  3.000, 0.8812, 0.01191, 0.00477,-0.1141,0.5668,1.0000,-1.0575, 0.0000, 0.3755
  4.000, 0.9867, 0.01250, 0.00535,-0.1125,0.5500,1.0000,-1.2813, 0.0000, 0.3590
  5.000, 1.0864, 0.01279, 0.00558,-0.1096,0.5098,1.0000,-1.5450, 0.0000, 0.3446
  6.000, 1.1844, 0.01337, 0.00632,-0.1066,0.4717,1.0000,-1.9841, 0.0000, 0.3326
  7.000, 1.2729, 0.01428, 0.00727,-0.1021,0.3945,1.0000,-2.6173, 0.0000, 0.3214
  8.000, 1.3163, 0.01768, 0.00979,-0.0910,0.2174,1.0000,-3.1586, 0.0000, 0.3090
  9.000, 1.3365, 0.02145, 0.01315,-0.0771,0.1324,1.0000,-3.6549, 0.0000, 0.2962
 10.000, 1.3529, 0.02545, 0.01719,-0.0649,0.0939,1.0000,-4.1469, 0.0000, 0.2850
 11.000, 1.3674, 0.03103, 0.02291,-0.0566,0.0651,1.0000,-4.6263, 0.0000, 0.2769
 12.000, 1.3752, 0.03870, 0.03065,-0.0510,0.0354,1.0000,-5.0531, 0.0000, 0.2708
 13.000, 1.3802, 0.04792, 0.04010,-0.0475,0.0244,1.0000,-5.4422, 0.0000, 0.2663
 14.000, 1.3800, 0.05902, 0.05160,-0.0462,0.0207,1.0000,-5.8322, 0.0000, 0.2635
 15.000, 1.3808, 0.07162, 0.06471,-0.0472,0.0188,1.0000,-6.2061, 0.0000, 0.2621


