xflr5 v6.49

 Calculated polar for: Aerofoil1686

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4245, 0.01338, 0.00506,-0.1412,0.7161,0.0605,-1.6066, 0.0000, 0.5850
 -1.000, 0.5320, 0.01274, 0.00427,-0.1403,0.6920,0.0991,-0.9966, 0.0000, 0.5142
  0.000, 0.6383, 0.01244, 0.00409,-0.1394,0.6721,0.1697,-0.8660, 0.0000, 0.4674
  1.000, 0.7455, 0.01224, 0.00413,-0.1386,0.6524,0.3269,-0.9341, 0.0000, 0.4339
  3.000, 0.9600, 0.01197, 0.00485,-0.1369,0.6151,1.0000,-1.0862, 0.0000, 0.3882
  4.000, 1.0598, 0.01264, 0.00560,-0.1349,0.5968,1.0000,-1.2390, 0.0000, 0.3717
  5.000, 1.1581, 0.01330, 0.00627,-0.1324,0.5703,1.0000,-1.4550, 0.0000, 0.3575
  6.000, 1.2470, 0.01393, 0.00695,-0.1281,0.5299,1.0000,-1.6940, 0.0000, 0.3445
  7.000, 1.3294, 0.01481, 0.00801,-0.1228,0.4896,1.0000,-2.2257, 0.0000, 0.3328
  8.000, 1.3862, 0.01607, 0.00929,-0.1129,0.4251,1.0000,-2.8046, 0.0000, 0.3204
  9.000, 1.3684, 0.01981, 0.01233,-0.0922,0.2874,1.0000,-3.1406, 0.0000, 0.3049
 10.000, 1.3514, 0.02596, 0.01796,-0.0770,0.1819,1.0000,-3.4723, 0.0000, 0.2929
 11.000, 1.3618, 0.03224, 0.02416,-0.0682,0.1268,1.0000,-3.9132, 0.0000, 0.2843
 12.000, 1.3756, 0.03946, 0.03132,-0.0620,0.0780,1.0000,-4.3985, 0.0000, 0.2775
 13.000, 1.3772, 0.04909, 0.04076,-0.0573,0.0283,1.0000,-4.8001, 0.0000, 0.2721
 14.000, 1.3858, 0.05938, 0.05136,-0.0549,0.0202,1.0000,-5.2168, 0.0000, 0.2681
 15.000, 1.3932, 0.07101, 0.06349,-0.0545,0.0172,1.0000,-5.6344, 0.0000, 0.2656


