xflr5 v6.49

 Calculated polar for: NACA 5021

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.2235, 0.01496, 0.00659,-0.0267,0.5848,0.6277,-0.9036, 0.0000, 0.3787
 -1.000, 0.3231, 0.01513, 0.00687,-0.0236,0.5400,0.6911,-1.0279, 0.0000, 0.3246
  0.000, 0.4221, 0.01553, 0.00738,-0.0204,0.4973,0.7589,-1.1675, 0.0000, 0.2954
  1.000, 0.5198, 0.01617, 0.00808,-0.0172,0.4544,0.8283,-1.3270, 0.0000, 0.2767
  2.000, 0.6244, 0.01718, 0.00907,-0.0156,0.4129,0.8894,-1.5152, 0.0000, 0.2659
  3.000, 0.7371, 0.01843, 0.01023,-0.0166,0.3702,0.9409,-1.7382, 0.0000, 0.2611
  4.000, 0.8654, 0.02001, 0.01170,-0.0221,0.3275,0.9776,-2.0109, 0.0000, 0.2618
  5.000, 0.9683, 0.02164, 0.01318,-0.0239,0.2882,1.0001,-2.2836, 0.0000, 0.2588
  6.000, 0.9728, 0.02293, 0.01439,-0.0069,0.2624,1.0001,-2.4377, 0.0000, 0.2385
  7.000, 1.0071, 0.02521, 0.01659, 0.0030,0.2349,1.0001,-2.6452, 0.0000, 0.2260
  8.000, 1.0497, 0.02835, 0.01975, 0.0094,0.2088,1.0001,-2.8811, 0.0000, 0.2174
  9.000, 1.0884, 0.03255, 0.02403, 0.0142,0.1858,1.0001,-3.1104, 0.0000, 0.2106
 10.000, 1.1190, 0.03802, 0.02959, 0.0177,0.1650,1.0001,-3.3453, 0.0000, 0.2051
 11.000, 1.1414, 0.04495, 0.03663, 0.0198,0.1481,1.0001,-3.5644, 0.0000, 0.2006
 12.000, 1.1545, 0.05363, 0.04546, 0.0204,0.1330,1.0001,-3.7567, 0.0000, 0.1974
 13.000, 1.1625, 0.06387, 0.05602, 0.0192,0.1198,1.0001,-3.9259, 0.0000, 0.1955
 14.000, 1.1634, 0.07559, 0.06798, 0.0169,0.1098,1.0001,-4.0865, 0.0000, 0.1945
 15.000, 1.1558, 0.08907, 0.08171, 0.0131,0.1003,1.0001,-4.2177, 0.0000, 0.1947


