xflr5 v6.49

 Calculated polar for: NACA 4018

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.1488, 0.01183, 0.00437,-0.0255,0.6237,0.6163,-0.7190, 0.0000, 0.4317
 -1.000, 0.2519, 0.01194, 0.00451,-0.0228,0.5691,0.6899,-0.8407, 0.0000, 0.3426
  0.000, 0.3546, 0.01218, 0.00489,-0.0202,0.5149,0.7677,-0.9837, 0.0000, 0.3048
  1.000, 0.4573, 0.01277, 0.00545,-0.0176,0.4600,0.8431,-1.1538, 0.0000, 0.2835
  2.000, 0.5680, 0.01359, 0.00623,-0.0171,0.4049,0.9051,-1.3665, 0.0000, 0.2728
  3.000, 0.6884, 0.01472, 0.00717,-0.0193,0.3487,0.9508,-1.6325, 0.0000, 0.2689
  4.000, 0.8169, 0.01613, 0.00833,-0.0243,0.2899,0.9829,-1.9538, 0.0000, 0.2688
  5.000, 0.9352, 0.01757, 0.00963,-0.0281,0.2376,1.0001,-2.3078, 0.0000, 0.2672
  6.000, 0.9726, 0.01894, 0.01082,-0.0158,0.2015,1.0001,-2.5653, 0.0000, 0.2514
  7.000, 1.0100, 0.02067, 0.01248,-0.0041,0.1710,1.0001,-2.8357, 0.0000, 0.2372
  8.000, 1.0614, 0.02314, 0.01495, 0.0031,0.1440,1.0001,-3.1551, 0.0000, 0.2280
  9.000, 1.1096, 0.02650, 0.01835, 0.0088,0.1217,1.0001,-3.4809, 0.0000, 0.2208
 10.000, 1.1502, 0.03101, 0.02297, 0.0133,0.1046,1.0001,-3.8106, 0.0000, 0.2148
 11.000, 1.1789, 0.03717, 0.02924, 0.0165,0.0914,1.0001,-4.1096, 0.0000, 0.2099
 12.000, 1.2035, 0.04452, 0.03688, 0.0178,0.0813,1.0001,-4.4036, 0.0000, 0.2065
 13.000, 1.2149, 0.05409, 0.04673, 0.0175,0.0733,1.0001,-4.6648, 0.0000, 0.2042
 14.000, 1.2132, 0.06609, 0.05898, 0.0153,0.0671,1.0001,-4.8711, 0.0000, 0.2032
 15.000, 1.2079, 0.07944, 0.07273, 0.0117,0.0619,1.0001,-5.0452, 0.0000, 0.2034


