xflr5 v6.49

 Calculated polar for: Aerofoil1748

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.2349, 0.02936, 0.02084,-0.1141,0.8112,0.0494,-2.2616, 0.0000, 0.7410
 -1.000, 0.3495, 0.02676, 0.01771,-0.1140,0.7942,0.0711,-1.6934, 0.0000, 0.5778
  0.000, 0.4404, 0.02584, 0.01676,-0.1101,0.7692,0.1083,-1.1659, 0.0000, 0.4992
  1.000, 0.5840, 0.02343, 0.01449,-0.1136,0.7571,0.2126,-0.8584, 0.0000, 0.4420
  2.000, 0.6925, 0.02087, 0.01345,-0.1116,0.7254,1.0000,-1.0150, 0.0000, 0.4071
  3.000, 0.8090, 0.01963, 0.01168,-0.1099,0.6882,1.0000,-1.1951, 0.0000, 0.3804
  4.000, 0.8988, 0.01969, 0.01146,-0.1048,0.6301,1.0000,-1.3617, 0.0000, 0.3599
  5.000, 1.0191, 0.01921, 0.01047,-0.1043,0.5509,1.0000,-1.5861, 0.0000, 0.3444
  6.000, 1.1014, 0.02053, 0.01119,-0.0989,0.4480,1.0000,-1.7821, 0.0000, 0.3304
  7.000, 1.1567, 0.02312, 0.01318,-0.0904,0.3540,1.0000,-1.9581, 0.0000, 0.3173
  8.000, 1.2121, 0.02611, 0.01582,-0.0830,0.2927,1.0000,-2.1434, 0.0000, 0.3060
  9.000, 1.2720, 0.02919, 0.01887,-0.0768,0.2512,1.0000,-2.3476, 0.0000, 0.2964
 10.000, 1.3335, 0.03256, 0.02232,-0.0715,0.2234,1.0000,-2.5604, 0.0000, 0.2879
 11.000, 1.3939, 0.03632, 0.02620,-0.0667,0.2012,1.0000,-2.7920, 0.0000, 0.2804
 12.000, 1.4492, 0.04049, 0.03075,-0.0620,0.1836,1.0000,-3.0162, 0.0000, 0.2735
 13.000, 1.5025, 0.04541, 0.03615,-0.0579,0.1690,1.0000,-3.5199, 0.0000, 0.2673
 14.000, 1.5451, 0.05112, 0.04234,-0.0537,0.1567,1.0000,-4.0266, 0.0000, 0.2615
 15.000, 1.5688, 0.05890, 0.05085,-0.0497,0.1454,1.0000,-4.4684, 0.0000, 0.2564


