xflr5 v6.49

 Calculated polar for: Aerofoil1728

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3184, 0.01786, 0.00824,-0.1247,0.7364,0.0734,-1.6863, 0.0000, 0.6437
 -1.000, 0.4534, 0.01664, 0.00669,-0.1296,0.7067,0.1215,-1.0463, 0.0000, 0.5361
  0.000, 0.5750, 0.01624, 0.00630,-0.1316,0.6802,0.2182,-0.7422, 0.0000, 0.4779
  1.000, 0.7267, 0.01512, 0.00656,-0.1401,0.6549,1.0000,-0.8518, 0.0000, 0.4407
  2.000, 0.8204, 0.01593, 0.00705,-0.1360,0.6309,1.0000,-0.9861, 0.0000, 0.4126
  3.000, 0.9166, 0.01685, 0.00777,-0.1323,0.6066,1.0000,-1.1493, 0.0000, 0.3903
  4.000, 1.0048, 0.01755, 0.00838,-0.1268,0.5747,1.0000,-1.3325, 0.0000, 0.3710
  5.000, 1.0833, 0.01815, 0.00905,-0.1192,0.5378,1.0000,-1.5296, 0.0000, 0.3537
  6.000, 1.1536, 0.01883, 0.00995,-0.1102,0.4969,1.0000,-1.7386, 0.0000, 0.3380
  7.000, 1.2084, 0.01954, 0.01089,-0.0981,0.4430,1.0000,-2.0258, 0.0000, 0.3224
  8.000, 1.2475, 0.02077, 0.01210,-0.0836,0.3661,1.0000,-2.5313, 0.0000, 0.3069
  9.000, 1.2703, 0.02329, 0.01446,-0.0679,0.2830,1.0000,-3.0022, 0.0000, 0.2920
 10.000, 1.2859, 0.02683, 0.01798,-0.0532,0.2270,1.0000,-3.4563, 0.0000, 0.2785
 11.000, 1.2942, 0.03136, 0.02265,-0.0404,0.1842,1.0000,-3.9091, 0.0000, 0.2668
 12.000, 1.2949, 0.03743, 0.02893,-0.0308,0.1480,1.0000,-4.3333, 0.0000, 0.2577
 13.000, 1.2902, 0.04554, 0.03732,-0.0250,0.1126,1.0000,-4.7111, 0.0000, 0.2515
 14.000, 1.2772, 0.05597, 0.04800,-0.0220,0.0701,1.0000,-5.0019, 0.0000, 0.2475
 15.000, 1.2411, 0.07080, 0.06292,-0.0221,0.0380,1.0000,-5.1140, 0.0000, 0.2462


