xflr5 v6.49

 Calculated polar for: Aerofoil5023

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.500 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4510, 0.00971, 0.00264,-0.1480,0.6493,0.0467,-1.6176, 0.0000, 0.5800
 -1.000, 0.5574, 0.00942, 0.00226,-0.1464,0.6247,0.0659,-1.0675, 0.0000, 0.5127
  0.000, 0.6645, 0.00928, 0.00216,-0.1449,0.6058,0.0969,-0.8383, 0.0000, 0.4669
  1.000, 0.7689, 0.00932, 0.00221,-0.1430,0.5819,0.1399,-0.9108, 0.0000, 0.4335
  2.000, 0.8748, 0.00932, 0.00242,-0.1414,0.5639,0.2116,-1.0088, 0.0000, 0.4081
  3.000, 0.9733, 0.00947, 0.00273,-0.1385,0.5243,0.3369,-1.1776, 0.0000, 0.3876
  4.000, 1.0766, 0.00886, 0.00327,-0.1367,0.4929,1.0000,-1.3817, 0.0000, 0.3711
  5.000, 1.1685, 0.00954, 0.00378,-0.1325,0.4476,1.0000,-1.6048, 0.0000, 0.3563
  6.000, 1.2427, 0.01080, 0.00464,-0.1251,0.3624,1.0000,-1.8338, 0.0000, 0.3423
  7.000, 1.2928, 0.01274, 0.00608,-0.1134,0.2571,1.0000,-2.0476, 0.0000, 0.3280
  8.000, 1.3420, 0.01479, 0.00784,-0.1023,0.1878,1.0000,-2.4646, 0.0000, 0.3152
  9.000, 1.3866, 0.01707, 0.00995,-0.0914,0.1394,1.0000,-2.9714, 0.0000, 0.3035
 10.000, 1.4282, 0.01971, 0.01255,-0.0813,0.1094,1.0000,-3.5147, 0.0000, 0.2929
 11.000, 1.4646, 0.02304, 0.01592,-0.0720,0.0851,1.0000,-4.0628, 0.0000, 0.2835
 12.000, 1.4894, 0.02776, 0.02066,-0.0634,0.0601,1.0000,-4.5792, 0.0000, 0.2751
 13.000, 1.4927, 0.03513, 0.02793,-0.0556,0.0251,1.0000,-5.0007, 0.0000, 0.2679
 14.000, 1.5027, 0.04317, 0.03616,-0.0506,0.0155,1.0000,-5.4482, 0.0000, 0.2623
 15.000, 1.5158, 0.05201, 0.04532,-0.0477,0.0133,1.0000,-5.9530, 0.0000, 0.2581


