xflr5 v6.49

 Calculated polar for: Aerofoil1483

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4899, 0.02695, 0.02113,-0.1472,0.7114,0.0174,-1.1300, 0.0000, 0.5521
 -1.000, 0.5989, 0.02116, 0.01437,-0.1478,0.6866,0.0239,-0.9697, 0.0000, 0.4970
  1.000, 0.8144, 0.01478, 0.00641,-0.1435,0.6415,0.0189,-0.9151, 0.0000, 0.4242
  2.000, 0.9172, 0.01342, 0.00482,-0.1413,0.6188,0.0245,-1.0014, 0.0000, 0.4009
  3.000, 1.0258, 0.01185, 0.00470,-0.1413,0.5971,1.0000,-1.1692, 0.0000, 0.3834
  4.000, 1.1204, 0.01243, 0.00498,-0.1380,0.5624,1.0000,-1.3622, 0.0000, 0.3675
  5.000, 1.2120, 0.01311, 0.00560,-0.1342,0.5266,1.0000,-1.5824, 0.0000, 0.3538
  6.000, 1.2978, 0.01392, 0.00646,-0.1295,0.4840,1.0000,-1.8252, 0.0000, 0.3414
  7.000, 1.3698, 0.01504, 0.00762,-0.1223,0.4177,1.0000,-2.0750, 0.0000, 0.3294
  8.000, 1.3989, 0.01727, 0.00948,-0.1075,0.3082,1.0000,-2.4321, 0.0000, 0.3155
  9.000, 1.4167, 0.02054, 0.01254,-0.0927,0.2251,1.0000,-2.9203, 0.0000, 0.3026
 10.000, 1.4353, 0.02457, 0.01663,-0.0805,0.1725,1.0000,-3.4282, 0.0000, 0.2916
 11.000, 1.4489, 0.02986, 0.02202,-0.0705,0.1296,1.0000,-4.3518, 0.0000, 0.2825
 12.000, 1.4650, 0.03614, 0.02854,-0.0633,0.0935,1.0000,-5.5177, 0.0000, 0.2752
 13.000, 1.4677, 0.04481, 0.03730,-0.0579,0.0446,1.0000,-6.5818, 0.0000, 0.2694


