xflr5 v6.49

 Calculated polar for: NACA 6413

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4429, 0.01528, 0.00623,-0.1468,0.7216,0.1248,-1.1070, 0.0000, 0.5838
 -1.000, 0.5532, 0.01474, 0.00559,-0.1464,0.6823,0.1853,-0.9298, 0.0000, 0.5147
  0.000, 0.6602, 0.01455, 0.00545,-0.1455,0.6444,0.2834,-1.0147, 0.0000, 0.4687
  2.000, 0.8691, 0.01405, 0.00583,-0.1421,0.5800,1.0000,-1.1937, 0.0000, 0.4091
  3.000, 0.9736, 0.01494, 0.00643,-0.1410,0.5544,1.0000,-1.2923, 0.0000, 0.3891
  4.000, 1.0761, 0.01593, 0.00729,-0.1397,0.5312,1.0000,-1.3965, 0.0000, 0.3728
  5.000, 1.1768, 0.01705, 0.00838,-0.1381,0.5106,1.0000,-1.5084, 0.0000, 0.3590
  6.000, 1.2759, 0.01829, 0.00966,-0.1365,0.4913,1.0000,-1.6320, 0.0000, 0.3472
  7.000, 1.3722, 0.01962, 0.01109,-0.1343,0.4713,1.0000,-1.8168, 0.0000, 0.3367
  8.000, 1.4566, 0.02108, 0.01291,-0.1303,0.4498,1.0000,-2.1958, 0.0000, 0.3267
  9.000, 1.5300, 0.02266, 0.01482,-0.1244,0.4240,1.0000,-2.6345, 0.0000, 0.3169
 10.000, 1.5679, 0.02469, 0.01708,-0.1129,0.3802,1.0000,-3.0356, 0.0000, 0.3058
 11.000, 1.5972, 0.02813, 0.02073,-0.1022,0.3310,1.0000,-3.4597, 0.0000, 0.2960
 12.000, 1.5996, 0.03441, 0.02699,-0.0912,0.2662,1.0000,-3.8117, 0.0000, 0.2870
 13.000, 1.5710, 0.04519, 0.03764,-0.0817,0.1909,1.0000,-4.0559, 0.0000, 0.2798
 14.000, 1.5241, 0.06060, 0.05298,-0.0763,0.1285,1.0000,-4.2319, 0.0000, 0.2757
 15.000, 1.4830, 0.07755, 0.07001,-0.0746,0.0893,1.0000,-4.4057, 0.0000, 0.2737


