xflr5 v6.49

 Calculated polar for: NACA 4618

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.2523, 0.01451, 0.00688,-0.1253,0.8021,0.3425,-0.8291, 0.0000, 0.7532
 -1.000, 0.3840, 0.01369, 0.00619,-0.1287,0.7824,0.4056,-0.7809, 0.0000, 0.5860
  0.000, 0.4984, 0.01328, 0.00589,-0.1286,0.7523,0.4682,-0.8747, 0.0000, 0.5059
  1.000, 0.6018, 0.01319, 0.00592,-0.1263,0.7127,0.5319,-0.9725, 0.0000, 0.4557
  2.000, 0.7072, 0.01321, 0.00598,-0.1243,0.6610,0.5953,-1.0844, 0.0000, 0.4200
  3.000, 0.8059, 0.01360, 0.00626,-0.1211,0.6024,0.6541,-1.2090, 0.0000, 0.3931
  4.000, 0.8936, 0.01429, 0.00687,-0.1160,0.5487,0.7197,-1.3456, 0.0000, 0.3712
  5.000, 0.9672, 0.01497, 0.00783,-0.1081,0.4988,0.8519,-1.4973, 0.0000, 0.3517
  6.000, 1.0450, 0.01622, 0.00891,-0.1021,0.4497,1.0000,-1.6848, 0.0000, 0.3363
  7.000, 1.1187, 0.01793, 0.01046,-0.0961,0.4005,1.0000,-1.9032, 0.0000, 0.3230
  8.000, 1.1827, 0.02019, 0.01248,-0.0891,0.3519,1.0000,-2.1416, 0.0000, 0.3109
  9.000, 1.2448, 0.02279, 0.01499,-0.0825,0.3039,1.0000,-2.4076, 0.0000, 0.3002
 10.000, 1.2943, 0.02626, 0.01832,-0.0750,0.2584,1.0000,-2.6768, 0.0000, 0.2903
 11.000, 1.3418, 0.03025, 0.02227,-0.0683,0.2163,1.0000,-2.9693, 0.0000, 0.2815
 12.000, 1.3755, 0.03555, 0.02752,-0.0614,0.1795,1.0000,-3.2500, 0.0000, 0.2733
 13.000, 1.4068, 0.04169, 0.03371,-0.0556,0.1498,1.0000,-3.5403, 0.0000, 0.2663
 14.000, 1.4300, 0.04910, 0.04125,-0.0508,0.1257,1.0000,-3.8218, 0.0000, 0.2602
 15.000, 1.4432, 0.05827, 0.05059,-0.0472,0.1076,1.0000,-4.0903, 0.0000, 0.2552


