xflr5 v6.49

 Calculated polar for: Aerofoil1626

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3141, 0.02099, 0.01199,-0.1252,0.7967,0.0597,-1.9673, 0.0000, 0.6519
 -1.000, 0.4404, 0.01880, 0.00947,-0.1276,0.7707,0.0924,-1.3359, 0.0000, 0.5402
  0.000, 0.5761, 0.01758, 0.00815,-0.1319,0.7475,0.1664,-0.7761, 0.0000, 0.4780
  1.000, 0.7147, 0.01675, 0.00767,-0.1371,0.7216,0.3766,-0.8692, 0.0000, 0.4395
  2.000, 0.8366, 0.01631, 0.00798,-0.1389,0.6931,1.0000,-1.0057, 0.0000, 0.4125
  3.000, 0.9281, 0.01720, 0.00859,-0.1346,0.6635,1.0000,-1.1574, 0.0000, 0.3903
  4.000, 1.0188, 0.01795, 0.00917,-0.1300,0.6290,1.0000,-1.3324, 0.0000, 0.3716
  5.000, 1.1031, 0.01854, 0.00959,-0.1239,0.5862,1.0000,-1.5259, 0.0000, 0.3549
  6.000, 1.1772, 0.01936, 0.01036,-0.1162,0.5443,1.0000,-1.7290, 0.0000, 0.3399
  7.000, 1.2233, 0.02059, 0.01176,-0.1037,0.4948,1.0000,-1.9106, 0.0000, 0.3246
  8.000, 1.2648, 0.02217, 0.01331,-0.0911,0.4282,1.0000,-2.1073, 0.0000, 0.3104
  9.000, 1.2870, 0.02495, 0.01588,-0.0771,0.3418,1.0000,-2.2771, 0.0000, 0.2967
 10.000, 1.2984, 0.02928, 0.01995,-0.0641,0.2700,1.0000,-2.4414, 0.0000, 0.2846
 11.000, 1.3178, 0.03428, 0.02496,-0.0544,0.2229,1.0000,-2.8068, 0.0000, 0.2748
 12.000, 1.3449, 0.03962, 0.03049,-0.0472,0.1916,1.0000,-3.2144, 0.0000, 0.2668
 13.000, 1.3744, 0.04544, 0.03659,-0.0415,0.1678,1.0000,-3.6705, 0.0000, 0.2601
 14.000, 1.4062, 0.05168, 0.04314,-0.0371,0.1493,1.0000,-4.1487, 0.0000, 0.2543
 15.000, 1.4190, 0.05976, 0.05156,-0.0336,0.1300,1.0000,-4.5626, 0.0000, 0.2495


