xflr5 v6.49

 Calculated polar for: Aerofoil1570

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3964, 0.01796, 0.00967,-0.1381,0.7973,0.0504,-1.9814, 0.0000, 0.6015
 -1.000, 0.5093, 0.01665, 0.00828,-0.1376,0.7786,0.0786,-1.3535, 0.0000, 0.5212
  0.000, 0.6352, 0.01552, 0.00721,-0.1396,0.7595,0.1415,-0.7953, 0.0000, 0.4689
  1.000, 0.7283, 0.01526, 0.00728,-0.1355,0.7341,0.2587,-0.8516, 0.0000, 0.4338
  3.000, 0.9705, 0.01433, 0.00732,-0.1378,0.6849,1.0000,-1.2967, 0.0000, 0.3870
  4.000, 1.0497, 0.01459, 0.00725,-0.1300,0.6230,1.0000,-1.5485, 0.0000, 0.3675
  5.000, 1.1174, 0.01535, 0.00782,-0.1207,0.5647,1.0000,-1.8030, 0.0000, 0.3503
  6.000, 1.1717, 0.01660, 0.00879,-0.1095,0.4834,1.0000,-2.0616, 0.0000, 0.3343
  7.000, 1.1763, 0.01986, 0.01108,-0.0915,0.3139,1.0000,-2.2414, 0.0000, 0.3170
  8.000, 1.1815, 0.02464, 0.01510,-0.0769,0.1911,1.0000,-2.4314, 0.0000, 0.3028
  9.000, 1.2126, 0.02897, 0.01925,-0.0676,0.1434,1.0000,-2.6757, 0.0000, 0.2918
 10.000, 1.2496, 0.03350, 0.02384,-0.0602,0.1197,1.0000,-2.9331, 0.0000, 0.2826
 11.000, 1.2875, 0.03854, 0.02899,-0.0541,0.1034,1.0000,-3.2225, 0.0000, 0.2746
 12.000, 1.3241, 0.04428, 0.03480,-0.0490,0.0919,1.0000,-3.5181, 0.0000, 0.2677
 13.000, 1.3687, 0.04973, 0.04063,-0.0452,0.0828,1.0000,-3.8630, 0.0000, 0.2619
 14.000, 1.4075, 0.05632, 0.04740,-0.0421,0.0757,1.0000,-4.2242, 0.0000, 0.2567
 15.000, 1.4434, 0.06350, 0.05513,-0.0399,0.0695,1.0000,-4.5789, 0.0000, 0.2523


