xflr5 v6.49

 Calculated polar for: NACA 1716

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000,-0.0799, 0.01177, 0.00471,-0.0414,0.8496,0.4814,-0.8045, 0.0000,-0.2875
 -1.000, 0.0379, 0.01113, 0.00420,-0.0414,0.7955,0.5534,-0.6301, 0.0000, 1.3578
  0.000, 0.1494, 0.01091, 0.00394,-0.0401,0.7169,0.6236,-0.6156, 0.0000, 0.5164
  1.000, 0.2548, 0.01111, 0.00402,-0.0377,0.6358,0.6900,-0.7387, 0.0000, 0.3931
  2.000, 0.3570, 0.01151, 0.00429,-0.0348,0.5603,0.7517,-0.8884, 0.0000, 0.3415
  3.000, 0.4560, 0.01202, 0.00475,-0.0313,0.4879,0.8119,-1.0720, 0.0000, 0.3117
  4.000, 0.5537, 0.01273, 0.00537,-0.0277,0.4168,0.8790,-1.2981, 0.0000, 0.2920
  5.000, 0.6677, 0.01377, 0.00624,-0.0279,0.3425,0.9464,-1.5935, 0.0000, 0.2830
  7.000, 0.8736, 0.01654, 0.00845,-0.0267,0.2096,1.0000,-2.3049, 0.0000, 0.2699
  8.000, 0.9471, 0.01820, 0.00993,-0.0204,0.1626,1.0000,-2.6719, 0.0000, 0.2597
  9.000, 1.0151, 0.02019, 0.01182,-0.0136,0.1274,1.0000,-3.0601, 0.0000, 0.2502
 10.000, 1.0756, 0.02268, 0.01428,-0.0064,0.1026,1.0000,-3.4616, 0.0000, 0.2414
 11.000, 1.1322, 0.02571, 0.01742, 0.0001,0.0850,1.0000,-3.8811, 0.0000, 0.2339
 12.000, 1.1785, 0.02971, 0.02159, 0.0063,0.0726,1.0000,-4.2903, 0.0000, 0.2271
 13.000, 1.2142, 0.03502, 0.02714, 0.0113,0.0636,1.0000,-4.6799, 0.0000, 0.2213
 14.000, 1.2369, 0.04227, 0.03468, 0.0146,0.0571,1.0000,-5.0395, 0.0000, 0.2168
 15.000, 1.2447, 0.05210, 0.04476, 0.0152,0.0520,1.0000,-5.3375, 0.0000, 0.2143


