xflr5 v6.49

 Calculated polar for: NACA 3722

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.0218, 0.01851, 0.01034,-0.0798,0.7697,0.3994,-1.0296, 0.0000, 4.0232
 -1.000, 0.1554, 0.01720, 0.00907,-0.0828,0.7346,0.4471,-0.8443, 0.0000, 0.7885
  0.000, 0.3000, 0.01620, 0.00799,-0.0880,0.6895,0.4963,-0.8865, 0.0000, 0.5402
  1.000, 0.4319, 0.01608, 0.00777,-0.0912,0.6381,0.5461,-1.0110, 0.0000, 0.4547
  2.000, 0.5414, 0.01651, 0.00809,-0.0904,0.5903,0.5946,-1.1338, 0.0000, 0.4082
  3.000, 0.6345, 0.01718, 0.00873,-0.0865,0.5454,0.6411,-1.2583, 0.0000, 0.3759
  4.000, 0.7253, 0.01805, 0.00955,-0.0824,0.5029,0.6853,-1.3955, 0.0000, 0.3515
  5.000, 0.8108, 0.01908, 0.01055,-0.0775,0.4629,0.7279,-1.5450, 0.0000, 0.3320
  6.000, 0.8908, 0.02025, 0.01172,-0.0720,0.4250,0.7704,-1.7089, 0.0000, 0.3157
  7.000, 0.9643, 0.02161, 0.01311,-0.0657,0.3891,0.8184,-1.8846, 0.0000, 0.3015
  9.000, 1.0973, 0.02507, 0.01676,-0.0530,0.3216,1.0000,-2.2765, 0.0000, 0.2786
 10.000, 1.1598, 0.02796, 0.01958,-0.0479,0.2898,1.0000,-2.4944, 0.0000, 0.2699
 11.000, 1.2127, 0.03151, 0.02311,-0.0422,0.2604,1.0000,-2.7161, 0.0000, 0.2616
 12.000, 1.2564, 0.03597, 0.02759,-0.0365,0.2335,1.0000,-2.9381, 0.0000, 0.2540
 13.000, 1.2905, 0.04159, 0.03329,-0.0313,0.2093,1.0000,-3.1525, 0.0000, 0.2472
 14.000, 1.3161, 0.04860, 0.04038,-0.0271,0.1878,1.0000,-3.3590, 0.0000, 0.2414
 15.000, 1.3308, 0.05732, 0.04923,-0.0242,0.1689,1.0000,-3.5477, 0.0000, 0.2367


