xflr5 v6.49

 Calculated polar for: Aerofoil1436

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3478, 0.01922, 0.00980,-0.1186,0.7152,0.0715,-1.7048, 0.0000, 0.5936
 -1.000, 0.4563, 0.01788, 0.00821,-0.1177,0.6940,0.1120,-1.1305, 0.0000, 0.5085
  0.000, 0.5625, 0.01729, 0.00772,-0.1165,0.6721,0.1912,-0.8025, 0.0000, 0.4563
  1.000, 0.6711, 0.01669, 0.00760,-0.1157,0.6545,0.4303,-0.8804, 0.0000, 0.4203
  2.000, 0.7761, 0.01650, 0.00810,-0.1141,0.6330,1.0000,-0.9676, 0.0000, 0.3939
  3.000, 0.8841, 0.01732, 0.00855,-0.1129,0.6148,1.0000,-1.1262, 0.0000, 0.3734
  4.000, 0.9833, 0.01840, 0.00968,-0.1109,0.5909,1.0000,-1.3045, 0.0000, 0.3573
  5.000, 1.0827, 0.01902, 0.01034,-0.1083,0.5589,1.0000,-1.5141, 0.0000, 0.3433
  6.000, 1.1789, 0.01966, 0.01112,-0.1052,0.5227,1.0000,-1.7497, 0.0000, 0.3311
  7.000, 1.2691, 0.02041, 0.01209,-0.1012,0.4788,1.0000,-2.0048, 0.0000, 0.3202
  8.000, 1.3424, 0.02168, 0.01358,-0.0949,0.4142,1.0000,-2.3892, 0.0000, 0.3097
  9.000, 1.3763, 0.02423, 0.01587,-0.0832,0.3237,1.0000,-2.8708, 0.0000, 0.2979
 10.000, 1.3789, 0.02912, 0.02057,-0.0704,0.2510,1.0000,-3.2489, 0.0000, 0.2870
 11.000, 1.3906, 0.03537, 0.02676,-0.0623,0.2054,1.0000,-3.6615, 0.0000, 0.2790
 12.000, 1.4127, 0.04210, 0.03377,-0.0571,0.1708,1.0000,-4.1211, 0.0000, 0.2728
 13.000, 1.4229, 0.05073, 0.04264,-0.0539,0.1373,1.0000,-4.5377, 0.0000, 0.2684
 14.000, 1.4260, 0.06146, 0.05368,-0.0530,0.1071,1.0000,-4.9433, 0.0000, 0.2656
 15.000, 1.4225, 0.07490, 0.06755,-0.0547,0.0779,1.0000,-5.2829, 0.0000, 0.2648


