xflr5 v6.49

 Calculated polar for: Aerofoil1494

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4581, 0.01333, 0.00524,-0.1528,0.7374,0.2504,-1.3780, 0.0000, 0.5856
 -1.000, 0.5680, 0.01360, 0.00511,-0.1520,0.7109,0.3260,-0.7634, 0.0000, 0.5179
  0.000, 0.6772, 0.01382, 0.00508,-0.1511,0.6860,0.3757,-0.8341, 0.0000, 0.4722
  1.000, 0.7812, 0.01400, 0.00524,-0.1494,0.6615,0.4164,-0.9070, 0.0000, 0.4391
  2.000, 0.8849, 0.01428, 0.00564,-0.1477,0.6388,0.4635,-1.0071, 0.0000, 0.4137
  4.000, 1.0889, 0.01449, 0.00668,-0.1434,0.5835,1.0000,-1.3797, 0.0000, 0.3760
  5.000, 1.1824, 0.01518, 0.00737,-0.1396,0.5439,1.0000,-1.6052, 0.0000, 0.3611
  6.000, 1.2692, 0.01602, 0.00843,-0.1347,0.5014,1.0000,-1.8512, 0.0000, 0.3478
  7.000, 1.3421, 0.01712, 0.00966,-0.1273,0.4356,1.0000,-2.2026, 0.0000, 0.3351
  8.000, 1.3769, 0.01929, 0.01153,-0.1134,0.3270,1.0000,-2.7169, 0.0000, 0.3212
  9.000, 1.3888, 0.02296, 0.01494,-0.0979,0.2371,1.0000,-3.1883, 0.0000, 0.3079
 10.000, 1.4002, 0.02775, 0.01969,-0.0855,0.1792,1.0000,-3.6828, 0.0000, 0.2968
 11.000, 1.4159, 0.03348, 0.02553,-0.0765,0.1349,1.0000,-4.4635, 0.0000, 0.2881
 12.000, 1.4294, 0.04057, 0.03279,-0.0701,0.0939,1.0000,-5.2867, 0.0000, 0.2813
 13.000, 1.4289, 0.05044, 0.04263,-0.0656,0.0406,1.0000,-5.9977, 0.0000, 0.2762
 15.000, 1.3971, 0.07951, 0.07258,-0.0652,0.0199,1.0000,-7.0748, 0.0000, 0.2729


