xflr5 v6.49

 Calculated polar for: NACA 4022

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.1390, 0.01363, 0.00548,-0.0222,0.5661,0.5547,-0.8616, 0.0000, 0.4262
 -1.000, 0.2381, 0.01373, 0.00563,-0.0193,0.5243,0.6076,-0.9789, 0.0000, 0.3339
  0.000, 0.3355, 0.01395, 0.00593,-0.0161,0.4829,0.6648,-1.1092, 0.0000, 0.2949
  1.000, 0.4306, 0.01434, 0.00641,-0.0127,0.4440,0.7260,-1.2536, 0.0000, 0.2723
  2.000, 0.5241, 0.01487, 0.00709,-0.0090,0.4060,0.7905,-1.4146, 0.0000, 0.2572
  3.000, 0.6134, 0.01570, 0.00799,-0.0047,0.3691,0.8545,-1.5917, 0.0000, 0.2452
  4.000, 0.7053, 0.01688, 0.00915,-0.0014,0.3340,0.9113,-1.7928, 0.0000, 0.2373
  5.000, 0.8088, 0.01838, 0.01064,-0.0015,0.2986,0.9574,-2.0303, 0.0000, 0.2352
  6.000, 0.9247, 0.02038, 0.01249,-0.0058,0.2631,0.9891,-2.3074, 0.0000, 0.2377
  7.000, 0.9828, 0.02222, 0.01428,-0.0002,0.2357,1.0001,-2.5366, 0.0000, 0.2293
  8.000, 1.0089, 0.02447, 0.01647, 0.0108,0.2136,1.0001,-2.7218, 0.0000, 0.2159
  9.000, 1.0486, 0.02776, 0.01978, 0.0171,0.1911,1.0001,-2.9495, 0.0000, 0.2076
 10.000, 1.0863, 0.03219, 0.02422, 0.0216,0.1716,1.0001,-3.1750, 0.0000, 0.2015
 11.000, 1.1181, 0.03786, 0.02997, 0.0244,0.1534,1.0001,-3.3885, 0.0000, 0.1968
 12.000, 1.1473, 0.04454, 0.03686, 0.0258,0.1392,1.0001,-3.6199, 0.0000, 0.1934
 13.000, 1.1648, 0.05307, 0.04557, 0.0260,0.1260,1.0001,-3.8205, 0.0000, 0.1907
 14.000, 1.1688, 0.06372, 0.05634, 0.0248,0.1146,1.0001,-3.9806, 0.0000, 0.1888
 15.000, 1.1742, 0.07502, 0.06798, 0.0223,0.1053,1.0001,-4.1336, 0.0000, 0.1881


