xflr5 v6.49

 Calculated polar for: NACA 5815

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.2395, 0.02734, 0.01962,-0.1601,0.9157,0.3582,-0.8406, 0.0000, 0.9253
  0.000, 0.4904, 0.02566, 0.01851,-0.1654,0.8663,0.5105,-0.6848, 0.0000, 0.5857
  1.000, 0.5858, 0.02495, 0.01813,-0.1616,0.8130,0.5751,-0.7723, 0.0000, 0.5223
  2.000, 0.7193, 0.02310, 0.01648,-0.1635,0.7736,0.6386,-0.9050, 0.0000, 0.4723
  3.000, 0.8969, 0.01982, 0.01305,-0.1732,0.7162,0.6962,-1.1140, 0.0000, 0.4371
  4.000, 1.0433, 0.01922, 0.01207,-0.1782,0.6213,0.7353,-1.3769, 0.0000, 0.4137
  5.000, 1.1320, 0.02068, 0.01322,-0.1729,0.5285,0.7680,-1.6461, 0.0000, 0.3944
  6.000, 1.2069, 0.02261, 0.01484,-0.1656,0.4393,0.7975,-1.9460, 0.0000, 0.3775
  7.000, 1.2740, 0.02494, 0.01688,-0.1575,0.3515,0.8239,-2.2763, 0.0000, 0.3625
  8.000, 1.3329, 0.02768, 0.01939,-0.1486,0.2673,0.8476,-2.6360, 0.0000, 0.3489
  9.000, 1.3875, 0.03088, 0.02239,-0.1396,0.1953,0.8698,-3.0158, 0.0000, 0.3365
 10.000, 1.4341, 0.03476, 0.02621,-0.1303,0.1419,0.8912,-3.4078, 0.0000, 0.3252
 11.000, 1.4725, 0.03934, 0.03087,-0.1207,0.1071,0.9144,-3.7966, 0.0000, 0.3146
 13.000, 1.5237, 0.05226, 0.04435,-0.1034,0.0715,1.0000,-4.5733, 0.0000, 0.2969
 14.000, 1.5374, 0.06174, 0.05424,-0.0977,0.0620,1.0000,-4.9176, 0.0000, 0.2905
 15.000, 1.5381, 0.07351, 0.06632,-0.0942,0.0546,1.0000,-5.2295, 0.0000, 0.2861


