xflr5 v6.49

 Calculated polar for: NACA 3018

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.0464, 0.01607, 0.00776,-0.0185,0.7218,0.6652,-0.6282, 0.0000, 0.6880
 -1.000, 0.1563, 0.01602, 0.00779,-0.0162,0.6666,0.7375,-0.7448, 0.0000, 0.3584
  0.000, 0.2675, 0.01635, 0.00811,-0.0143,0.6091,0.8077,-0.8824, 0.0000, 0.3014
  1.000, 0.3819, 0.01699, 0.00863,-0.0133,0.5501,0.8711,-1.0487, 0.0000, 0.2798
  2.000, 0.5095, 0.01790, 0.00934,-0.0156,0.4888,0.9205,-1.2616, 0.0000, 0.2736
  3.000, 0.6503, 0.01896, 0.01020,-0.0219,0.4249,0.9587,-1.5340, 0.0000, 0.2749
  4.000, 0.7937, 0.02014, 0.01121,-0.0299,0.3591,0.9918,-1.8614, 0.0000, 0.2773
  5.000, 0.8716, 0.02137, 0.01226,-0.0257,0.3067,1.0001,-2.1369, 0.0000, 0.2675
  6.000, 0.9154, 0.02284, 0.01362,-0.0148,0.2636,1.0001,-2.3849, 0.0000, 0.2523
  7.000, 0.9530, 0.02474, 0.01536,-0.0032,0.2259,1.0001,-2.6411, 0.0000, 0.2376
  8.000, 0.9864, 0.02712, 0.01775, 0.0080,0.1927,1.0001,-2.9018, 0.0000, 0.2241
  9.000, 1.0219, 0.03059, 0.02115, 0.0163,0.1653,1.0001,-3.1834, 0.0000, 0.2142
 10.000, 1.0574, 0.03509, 0.02583, 0.0222,0.1422,1.0001,-3.4692, 0.0000, 0.2071
 11.000, 1.0842, 0.04102, 0.03195, 0.0263,0.1242,1.0001,-3.7430, 0.0000, 0.2015
 12.000, 1.1026, 0.04858, 0.03973, 0.0286,0.1101,1.0001,-3.9891, 0.0000, 0.1974
 13.000, 1.1116, 0.05793, 0.04937, 0.0290,0.0991,1.0001,-4.2140, 0.0000, 0.1948
 14.000, 1.1139, 0.06897, 0.06065, 0.0275,0.0904,1.0001,-4.4059, 0.0000, 0.1936
 15.000, 1.0963, 0.08394, 0.07613, 0.0230,0.0827,1.0001,-4.4958, 0.0000, 0.1947


