xflr5 v6.49

 Calculated polar for: Aerofoil1084

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3314, 0.01793, 0.00866,-0.1313,0.8022,0.0782,-1.5915, 0.0000, 0.6487
 -1.000, 0.4591, 0.01643, 0.00684,-0.1344,0.7713,0.1311,-0.9741, 0.0000, 0.5432
  0.000, 0.5769, 0.01580, 0.00627,-0.1356,0.7425,0.2335,-0.7428, 0.0000, 0.4842
  2.000, 0.8116, 0.01519, 0.00652,-0.1375,0.6906,1.0000,-0.9011, 0.0000, 0.4166
  3.000, 0.9049, 0.01614, 0.00740,-0.1338,0.6641,1.0000,-1.0286, 0.0000, 0.3941
  4.000, 1.0018, 0.01718, 0.00848,-0.1309,0.6391,1.0000,-1.2043, 0.0000, 0.3758
  5.000, 1.0934, 0.01794, 0.00935,-0.1265,0.6032,1.0000,-1.4104, 0.0000, 0.3596
  6.000, 1.1760, 0.01862, 0.01031,-0.1202,0.5592,1.0000,-1.9488, 0.0000, 0.3449
  7.000, 1.2545, 0.01942, 0.01139,-0.1132,0.5097,1.0000,-2.6503, 0.0000, 0.3316
  8.000, 1.2941, 0.02062, 0.01278,-0.0991,0.4219,1.0000,-3.2603, 0.0000, 0.3166
  9.000, 1.2790, 0.02448, 0.01569,-0.0781,0.2561,1.0000,-3.6517, 0.0000, 0.2998
 10.000, 1.2708, 0.03027, 0.02105,-0.0633,0.1549,1.0000,-4.0319, 0.0000, 0.2871
 11.000, 1.2545, 0.03877, 0.02884,-0.0525,0.0408,1.0000,-4.3032, 0.0000, 0.2775
 12.000, 1.2548, 0.04785, 0.03816,-0.0459,0.0268,1.0000,-4.6041, 0.0000, 0.2707
 13.000, 1.2542, 0.05832, 0.04925,-0.0424,0.0226,1.0000,-4.9319, 0.0000, 0.2661
 14.000, 1.2440, 0.07144, 0.06290,-0.0417,0.0208,1.0000,-5.2180, 0.0000, 0.2639
 15.000, 1.2500, 0.08392, 0.07596,-0.0420,0.0198,1.0000,-5.5418, 0.0000, 0.2622


