xflr5 v6.49

 Calculated polar for: NACA 6417

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4010, 0.02001, 0.00994,-0.1372,0.6850,0.1869,-1.0627, 0.0000, 0.5958
 -1.000, 0.5085, 0.01949, 0.00934,-0.1363,0.6525,0.2435,-1.0429, 0.0000, 0.5182
  0.000, 0.6127, 0.01931, 0.00922,-0.1350,0.6229,0.3301,-1.1294, 0.0000, 0.4681
  1.000, 0.7081, 0.01864, 0.00968,-0.1318,0.5968,0.6901,-1.2139, 0.0000, 0.4319
  2.000, 0.8242, 0.01901, 0.00998,-0.1321,0.5739,1.0000,-1.3179, 0.0000, 0.4044
  3.000, 0.9269, 0.02005, 0.01058,-0.1308,0.5527,1.0000,-1.4159, 0.0000, 0.3837
  4.000, 1.0170, 0.02154, 0.01194,-0.1278,0.5334,1.0000,-1.5129, 0.0000, 0.3667
  5.000, 1.1229, 0.02280, 0.01290,-0.1273,0.5156,1.0000,-1.6294, 0.0000, 0.3529
  6.000, 1.1946, 0.02481, 0.01510,-0.1215,0.4978,1.0000,-1.7233, 0.0000, 0.3397
  7.000, 1.2890, 0.02644, 0.01667,-0.1195,0.4811,1.0000,-1.8489, 0.0000, 0.3291
  8.000, 1.3367, 0.02910, 0.01961,-0.1104,0.4624,1.0000,-1.9436, 0.0000, 0.3173
  9.000, 1.4039, 0.03171, 0.02240,-0.1050,0.4457,1.0000,-2.0740, 0.0000, 0.3078
 10.000, 1.4453, 0.03520, 0.02617,-0.0969,0.4260,1.0000,-2.2111, 0.0000, 0.2982
 11.000, 1.4432, 0.04201, 0.03344,-0.0862,0.4039,1.0000,-2.3391, 0.0000, 0.2888
 12.000, 1.4561, 0.04877, 0.04051,-0.0790,0.3817,1.0000,-2.5199, 0.0000, 0.2812
 13.000, 1.5050, 0.05259, 0.04452,-0.0746,0.3591,1.0000,-2.8034, 0.0000, 0.2744
 14.000, 1.3314, 0.08328, 0.07584,-0.0691,0.3154,1.0000,-2.5750, 0.0000, 0.2741
 15.000, 1.3333, 0.09476, 0.08756,-0.0682,0.2859,1.0000,-2.7481, 0.0000, 0.2711


