xflr5 v6.49

 Calculated polar for: Aerofoil1109

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4294, 0.01586, 0.00748,-0.1355,0.7508,0.0529,-1.8695, 0.0000, 0.5682
 -1.000, 0.5387, 0.01485, 0.00630,-0.1339,0.7240,0.0841,-1.2718, 0.0000, 0.4992
  0.000, 0.6414, 0.01443, 0.00610,-0.1313,0.7005,0.1445,-0.8523, 0.0000, 0.4538
  1.000, 0.7437, 0.01407, 0.00605,-0.1283,0.6657,0.2757,-1.1397, 0.0000, 0.4202
  3.000, 0.9376, 0.01347, 0.00609,-0.1193,0.5402,1.0000,-1.7999, 0.0000, 0.3721
  4.000, 0.9451, 0.01742, 0.00784,-0.0999,0.1693,1.0000,-1.9984, 0.0000, 0.3493
  5.000, 0.9835, 0.02011, 0.01006,-0.0870,0.1066,1.0000,-2.2487, 0.0000, 0.3308
  6.000, 1.0271, 0.02283, 0.01271,-0.0761,0.0892,1.0000,-2.5365, 0.0000, 0.3150
  7.000, 1.0707, 0.02607, 0.01593,-0.0667,0.0787,1.0000,-2.8372, 0.0000, 0.3018
  8.000, 1.1196, 0.02972, 0.01964,-0.0592,0.0707,1.0000,-3.1512, 0.0000, 0.2909
  9.000, 1.1741, 0.03368, 0.02362,-0.0533,0.0650,1.0000,-3.4859, 0.0000, 0.2818
 10.000, 1.2417, 0.03796, 0.02801,-0.0492,0.0607,1.0000,-3.8491, 0.0000, 0.2744
 11.000, 1.3032, 0.04244, 0.03279,-0.0451,0.0561,1.0000,-4.2506, 0.0000, 0.2677
 12.000, 1.3581, 0.04773, 0.03830,-0.0415,0.0530,1.0000,-4.6476, 0.0000, 0.2618
 13.000, 1.4079, 0.05501, 0.04603,-0.0385,0.0507,1.0000,-4.9949, 0.0000, 0.2567
 14.000, 1.4187, 0.06512, 0.05700,-0.0351,0.0491,1.0000,-5.1818, 0.0000, 0.2522
 15.000, 1.3882, 0.08024, 0.07306,-0.0346,0.0476,1.0000,-5.1897, 0.0000, 0.2504


