xflr5 v6.49

 Calculated polar for: Aerofoil1009

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.147 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.3025, 0.01480, 0.00595,-0.1243,0.7598,0.0593,-1.8401, 0.0000, 0.6630
 -1.000, 0.4416, 0.01389, 0.00480,-0.1300,0.7244,0.1002,-1.1309, 0.0000, 0.5448
  0.000, 0.5574, 0.01357, 0.00455,-0.1308,0.6959,0.1750,-0.7093, 0.0000, 0.4838
  1.000, 0.6655, 0.01339, 0.00476,-0.1300,0.6694,0.3496,-0.7783, 0.0000, 0.4434
  3.000, 0.9222, 0.01381, 0.00601,-0.1368,0.6242,1.0000,-1.1178, 0.0000, 0.3943
  4.000, 1.0038, 0.01438, 0.00652,-0.1298,0.5887,1.0000,-1.3499, 0.0000, 0.3742
  5.000, 1.0706, 0.01488, 0.00690,-0.1195,0.5412,1.0000,-1.5941, 0.0000, 0.3553
  6.000, 1.1319, 0.01549, 0.00768,-0.1084,0.4902,1.0000,-1.8585, 0.0000, 0.3383
  7.000, 1.1761, 0.01659, 0.00857,-0.0943,0.3893,1.0000,-2.2535, 0.0000, 0.3215
  8.000, 1.1803, 0.01977, 0.01087,-0.0747,0.2260,1.0000,-2.5858, 0.0000, 0.3034
  9.000, 1.1978, 0.02325, 0.01410,-0.0597,0.1548,1.0000,-2.9628, 0.0000, 0.2886
 10.000, 1.2220, 0.02690, 0.01790,-0.0475,0.1217,1.0000,-3.3985, 0.0000, 0.2762
 11.000, 1.2416, 0.03147, 0.02266,-0.0371,0.0983,1.0000,-3.8340, 0.0000, 0.2657
 12.000, 1.2589, 0.03712, 0.02849,-0.0293,0.0783,1.0000,-4.2682, 0.0000, 0.2574
 13.000, 1.2739, 0.04381, 0.03545,-0.0236,0.0627,1.0000,-4.6892, 0.0000, 0.2508
 14.000, 1.2858, 0.05151, 0.04354,-0.0193,0.0496,1.0000,-5.1032, 0.0000, 0.2455
 15.000, 1.2875, 0.06096, 0.05338,-0.0166,0.0395,1.0000,-5.4678, 0.0000, 0.2415


