xflr5 v6.49

 Calculated polar for: NACA 3518

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.103 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.0866, 0.01887, 0.00979,-0.0801,0.7806,0.4141,-0.9036, 0.0000, 1.1963
 -1.000, 0.2002, 0.01816, 0.00927,-0.0796,0.7507,0.4934,-0.7035, 0.0000, 0.6506
  0.000, 0.3128, 0.01761, 0.00894,-0.0786,0.7186,0.5851,-0.7968, 0.0000, 0.4994
  1.000, 0.4249, 0.01720, 0.00878,-0.0771,0.6850,0.6970,-0.9000, 0.0000, 0.4271
  2.000, 0.5275, 0.01724, 0.00916,-0.0734,0.6470,0.8399,-1.0088, 0.0000, 0.3830
  3.000, 0.6802, 0.01768, 0.00955,-0.0806,0.6051,0.9717,-1.1702, 0.0000, 0.3611
  4.000, 0.7949, 0.01822, 0.00976,-0.0818,0.5637,1.0000,-1.3302, 0.0000, 0.3442
  5.000, 0.8686, 0.01911, 0.01048,-0.0748,0.5209,1.0000,-1.4835, 0.0000, 0.3261
  6.000, 0.9519, 0.02014, 0.01125,-0.0695,0.4788,1.0000,-1.6783, 0.0000, 0.3117
  7.000, 1.0212, 0.02154, 0.01262,-0.0623,0.4339,1.0000,-1.8912, 0.0000, 0.2983
  8.000, 1.0837, 0.02322, 0.01415,-0.0542,0.3904,1.0000,-2.1261, 0.0000, 0.2858
  9.000, 1.1367, 0.02553, 0.01644,-0.0457,0.3455,1.0000,-2.3689, 0.0000, 0.2745
 10.000, 1.1824, 0.02863, 0.01955,-0.0376,0.3017,1.0000,-2.6321, 0.0000, 0.2644
 11.000, 1.2187, 0.03277, 0.02371,-0.0300,0.2606,1.0000,-2.8819, 0.0000, 0.2554
 12.000, 1.2439, 0.03829, 0.02925,-0.0233,0.2225,1.0000,-3.1396, 0.0000, 0.2476
 13.000, 1.2618, 0.04524, 0.03634,-0.0181,0.1900,1.0000,-3.3802, 0.0000, 0.2412
 14.000, 1.2694, 0.05409, 0.04537,-0.0145,0.1621,1.0000,-3.5911, 0.0000, 0.2361
 15.000, 1.2719, 0.06442, 0.05588,-0.0127,0.1405,1.0000,-3.7908, 0.0000, 0.2325


