xflr5 v6.49

 Calculated polar for: Aerofoil1488

 1 1 Reynolds number fixed          Mach number fixed         

 xtrf =   1.000 (top)        1.000 (bottom)
 Mach =   0.000     Re =     0.200 e 6     Ncrit =   5.000

alpha,CL,CD,CDp,Cm,Top Xtr,Bot Xtr,Cpmin,Chinge,XCp
 -2.000, 0.4022, 0.01668, 0.00890,-0.1258,0.7142,0.0116,-1.9658, 0.0000, 0.5646
 -1.000, 0.5065, 0.01383, 0.00530,-0.1232,0.6887,0.0111,-1.5748, 0.0000, 0.4936
  0.000, 0.6064, 0.01268, 0.00382,-0.1205,0.6644,0.0154,-1.0253, 0.0000, 0.4478
  2.000, 0.8314, 0.01114, 0.00384,-0.1219,0.6200,1.0000,-0.9631, 0.0000, 0.3934
  3.000, 0.9260, 0.01170, 0.00434,-0.1189,0.5985,1.0000,-1.1166, 0.0000, 0.3741
  4.000, 1.0180, 0.01227, 0.00487,-0.1154,0.5673,1.0000,-1.2993, 0.0000, 0.3578
  5.000, 1.1055, 0.01288, 0.00556,-0.1110,0.5305,1.0000,-1.5083, 0.0000, 0.3436
  6.000, 1.1877, 0.01363, 0.00651,-0.1057,0.4896,1.0000,-1.7386, 0.0000, 0.3308
  7.000, 1.2531, 0.01466, 0.00767,-0.0972,0.4278,1.0000,-2.7496, 0.0000, 0.3180
  8.000, 1.2758, 0.01667, 0.00948,-0.0812,0.3241,1.0000,-3.9835, 0.0000, 0.3027
  9.000, 1.2833, 0.02015, 0.01275,-0.0651,0.2274,1.0000,-5.1306, 0.0000, 0.2883
 10.000, 1.2669, 0.02606, 0.01811,-0.0499,0.1174,1.0000,-5.9815, 0.0000, 0.2754
 11.000, 1.2228, 0.03645, 0.02772,-0.0373,0.0055,1.0000,-6.2986, 0.0000, 0.2648
 12.000, 1.2257, 0.04524, 0.03716,-0.0317,0.0026,1.0000,-6.9578, 0.0000, 0.2583
 13.000, 1.2166, 0.05673, 0.04937,-0.0288,0.0020,1.0000,-7.5024, 0.0000, 0.2542
 14.000, 1.1981, 0.07126, 0.06448,-0.0293,0.0017,1.0000,-8.0213, 0.0000, 0.2530
 15.000, 1.1833, 0.08733, 0.08115,-0.0322,0.0014,1.0000,-8.4475, 0.0000, 0.2537


